source_audio_path,en_source_text,vi_translation,cefr_level,unit_type,structure,function,grammar_points,collection_id,flesch_kincaid_grade,match_count,no_conflict_match_count,matching_audio_paths
lhfQCs4mfjU_sentence_531.wav,Protest.,Phản kháng.,A1,word,,,verb,202,,1,1,eNFFf2rcKC8_sentence_114.wav
eNFFf2rcKC8_sentence_114.wav,The director resigned in protest at the decision.,Vị giám đốc đã từ chức để phản đối quyết định này.,B1,sentence,simple,declarative,past_simple|noun|verb|determiner|preposition|noun_phrase|prepositional_phrase,202,8.18,0,0,
aHf27Jt0exE_sentence_228.wav,Punish.,Trừng phạt.,A1,word,,,verb,203,,1,1,GUksrGBeln0_sentence_940.wav
GUksrGBeln0_sentence_940.wav,I will punish him severely.,Tôi sẽ trừng phạt hắn thật nghiêm khắc.,A1,sentence,simple,declarative,future_will|modal|pronoun|verb|adverb,203,5.24,0,0,
mCWg98-YBsA_sentence_497.wav,Quarter.,Một phần tư.,A1,word,,,noun,204,,1,1,mCWg98-YBsA_sentence_503.wav
mCWg98-YBsA_sentence_503.wav,I waited a quarter of an hour and then went home.,Tôi đợi khoảng mười lăm phút rồi về nhà.,A2,sentence,compound,declarative,past_simple|conjunction|time_sequence|pronoun|verb_phrase|noun_phrase|adverb,204,3.718,0,0,
MYQ5iy3aRSo_sentence_915.wav,React.,Phản ứng.,A1,word,,,verb,205,,1,1,MYQ5iy3aRSo_sentence_916.wav
MYQ5iy3aRSo_sentence_916.wav,How did everyone react?,Mọi người đã phản ứng như thế nào?,A1,sentence,simple,interrogative,past_simple|question_form|pronoun|verb|adverb,205,6.62,0,0,
YOu7_dnpQb0_sentence_039.wav,Receive.,Nhận được.,A1,word,,,verb,206,,1,1,be6gMVMz48c_sentence_453.wav
be6gMVMz48c_sentence_453.wav,Did you receive my letter?,Bạn đã nhận được thư của tôi chưa?,A1,sentence,simple,interrogative,past_simple|question_form|pronoun|verb|determiner|noun|noun_phrase,206,2.88,0,0,
GUMaa1S8TAw_sentence_158.wav,Recover.,Hồi phục.,A1,word,,,verb,207,,1,1,GUMaa1S8TAw_sentence_161.wav
GUMaa1S8TAw_sentence_161.wav,Will he recover soon?,Liệu anh ấy sẽ sớm bình phục?,A1,sentence,simple,interrogative,future_will|question_form|pronoun|verb|adverb,207,3.67,0,0,
aHf27Jt0exE_sentence_274.wav,Reduction.,Sự giảm bớt.,A2,word,,,noun,208,,1,1,aHf27Jt0exE_sentence_275.wav
aHf27Jt0exE_sentence_275.wav,I think that the reduction of taxes is necessary.,Tôi nghĩ việc giảm thuế là cần thiết.,A2,sentence,complex,declarative,present_simple|conjunction|noun|verb|adjective|pronoun|determiner,208,7.587,0,0,
3LHgzqb9HRM_sentence_334.wav,Regard.,Về.,A2,word,,,verb,209,,1,1,aWTrDkYdxK4_sentence_061.wav
aWTrDkYdxK4_sentence_061.wav,I regard him as a close friend.,Tôi coi anh ấy như một người bạn thân thiết.,A2,sentence,simple,declarative,present_simple|pronoun|verb|adjective|noun|preposition|noun_phrase|prepositional_phrase,209,0.626,0,0,
gskdnimT5iY_sentence_862.wav,Relation.,Mối quan hệ.,B1,word,,,noun,210,,1,1,gskdnimT5iY_sentence_863.wav
gskdnimT5iY_sentence_863.wav,I don't see any relation between them.,Tôi không thấy có mối liên hệ nào giữa chúng.,A2,sentence,simple,declarative,present_simple|negation|pronoun|verb|noun|determiner|preposition|verb_phrase|prepositional_phrase,210,5.683,0,0,
90DzeyiIBCw_sentence_560.wav,Relative.,Liên quan đến.,A2,word,,,adjective,211,,1,1,90DzeyiIBCw_sentence_565.wav
90DzeyiIBCw_sentence_565.wav,She is a distant relative of mine.,Cô ấy là một người họ hàng xa của tôi.,A2,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|preposition|noun_phrase,211,3.997,0,0,
UTJvBxhIaUI_sentence_089.wav,Remove.,Di dời.,A1,word,,,verb,212,,1,1,1cHYKOqk6_I_sentence_376.wav
1cHYKOqk6_I_sentence_376.wav,How do you remove red wine stains from your carpet?,Làm thế nào để loại bỏ vết rượu vang đỏ trên thảm?,A2,sentence,simple,interrogative,question_form|present_simple|noun_phrase|prepositional_phrase,212,2.47,0,0,
SHZDlHAWvGM_sentence_825.wav,Rescue.,Giải thoát.,A1,word,,,verb,213,,1,1,SHZDlHAWvGM_sentence_491.wav
SHZDlHAWvGM_sentence_491.wav,She did her best to rescue him.,Cô ấy đã cố gắng hết sức để cứu anh ấy.,A2,sentence,simple,declarative,past_simple|pronoun|verb|adjective|determiner|verb_phrase|noun_phrase,213,0.626,0,0,
-qyZgVdUmgI_sentence_538.wav,Reserve.,Dự trữ.,A1,word,,,verb,214,,1,1,mVebDiDUOqA_sentence_772.wav
mVebDiDUOqA_sentence_772.wav,I'd like to reserve a table for three at eight o'clock.,Tôi muốn đặt bàn cho ba người lúc tám giờ.,A2,sentence,simple,declarative,modal|pronoun|verb|determiner|noun|preposition|noun_phrase|verb_phrase|prepositional_phrase,214,2.645,0,0,
lYaX3YkFvKQ_sentence_318.wav,Resource.,Nguồn tài nguyên.,A2,word,,,noun,215,,1,1,IQMT42t0by0_sentence_168.wav
IQMT42t0by0_sentence_168.wav,Time is our most valuable resource.,Thời gian là nguồn tài nguyên quý giá nhất của chúng ta.,A2,sentence,simple,declarative,present_simple|noun|verb|determiner|adjective|comparison,215,6.417,0,0,
nY2XN0diEB4_sentence_812.wav,Respond.,Trả lời.,A1,word,,,verb,216,,1,1,yzQdKLHuq4Y_sentence_821.wav
yzQdKLHuq4Y_sentence_821.wav,"I asked him his name, but he didn't respond.","Tôi hỏi tên anh ta, nhưng anh ta không trả lời.",A2,sentence,compound,declarative,past_simple|negation|conjunction|pronoun|verb|noun,216,2.342,0,0,
A9E8K6ffHD8_sentence_080.wav,Restrict.,Hạn chế.,A1,word,,,verb,217,,1,1,Ha9kWCZd408_sentence_641.wav
Ha9kWCZd408_sentence_641.wav,We restrict the number of students per class to twelve.,Chúng tôi giới hạn số lượng học sinh mỗi lớp là mười hai người.,A2,sentence,simple,declarative,present_simple|pronoun|verb|noun|determiner|preposition|noun_phrase|prepositional_phrase,217,3.65,0,0,
E5MtNtVAgBE_sentence_482.wav,Restriction.,Sự hạn chế.,A2,word,,,noun,218,,1,1,E5MtNtVAgBE_sentence_485.wav
E5MtNtVAgBE_sentence_485.wav,There are no restrictions on the amount of money you can withdraw.,Không có giới hạn nào về số tiền bạn có thể rút.,A2,sentence,complex,declarative,present_simple|negation|modal|relative_clause|noun_phrase|prepositional_phrase,218,5.807,0,0,
IQMT42t0by0_sentence_616.wav,Retain.,Giữ lại.,A2,word,,,verb,219,,1,1,lYaX3YkFvKQ_sentence_075.wav
lYaX3YkFvKQ_sentence_075.wav,He struggled to retain control of the situation.,Anh ta đã phải vật lộn để giữ vững quyền kiểm soát tình hình.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|determiner|preposition|verb_phrase|prepositional_phrase,219,8.18,0,0,
DctCSmHYCWc_sentence_271.wav,Reveal.,Tiết lộ.,A1,word,,,verb,220,,1,1,eklfrJkH6xw_sentence_939.wav
eklfrJkH6xw_sentence_939.wav,The doctors did not reveal the truth to him.,Các bác sĩ đã không tiết lộ sự thật cho anh ta biết.,A2,sentence,simple,declarative,past_simple|negation|noun_phrase|verb_phrase|prepositional_phrase,220,2.342,0,0,
dOKwbK4u5zo_sentence_258.wav,Revision.,Ôn tập.,A2,word,,,noun,221,,1,1,nY2XN0diEB4_sentence_854.wav
nY2XN0diEB4_sentence_854.wav,These proposals will need a lot of revision.,Những đề xuất này sẽ cần rất nhiều sự chỉnh sửa.,A2,sentence,simple,declarative,future_will|noun_phrase|determiner|verb|noun,221,5.23,0,0,
1CxAyEHcKHE_sentence_144.wav,Rhythm.,Nhịp điệu.,A1,word,,,noun,222,,1,1,1cHYKOqk6_I_sentence_517.wav
1cHYKOqk6_I_sentence_517.wav,This song has a slow rhythm.,Bài hát này có nhịp điệu chậm.,A2,sentence,simple,declarative,present_simple|noun|verb|adjective|determiner|noun_phrase,222,0.517,0,0,
6rHcPgYkDpE_sentence_241.wav,Rival.,Đối thủ.,A2,word,,,noun|verb,223,,1,1,6rHcPgYkDpE_sentence_624.wav
6rHcPgYkDpE_sentence_624.wav,The two teams have been longtime rivals.,Hai đội bóng này vốn là đối thủ lâu năm của nhau.,A2,sentence,simple,declarative,present_perfect|noun_phrase|determiner|adjective|noun,223,2.311,0,0,
-qyZgVdUmgI_sentence_083.wav,Scale.,Tỉ lệ.,A2,word,,,verb,224,,1,1,mVebDiDUOqA_sentence_210.wav
mVebDiDUOqA_sentence_210.wav,What's the scale of the map?,Bản đồ này có tỷ lệ bao nhiêu?,A2,sentence,simple,interrogative,present_simple|question_form|pronoun|noun|determiner|preposition,224,-1.45,0,0,
dOKwbK4u5zo_sentence_664.wav,Screen.,Màn hình.,A1,word,,,noun|verb,225,,1,1,dOKwbK4u5zo_sentence_667.wav
dOKwbK4u5zo_sentence_667.wav,The boy is staring at the television screen.,Cậu bé đang nhìn chằm chằm vào màn hình tivi.,A1,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|prepositional_phrase,225,5.23,0,0,
6rHcPgYkDpE_sentence_856.wav,Seal.,Niêm phong.,A1,word,,,noun|verb,226,,1,1,my310Q7i_5c_sentence_182.wav
my310Q7i_5c_sentence_182.wav,I need some glue to seal the envelope.,Tôi cần một ít keo để dán phong bì.,A1,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|verb_phrase|reason_result,226,2.28,0,0,
VbsNhBfwxf0_sentence_733.wav,Search.,Tìm kiếm.,A1,word,,,verb,227,,1,1,iV9Hex2vIdg_sentence_407.wav
iV9Hex2vIdg_sentence_407.wav,I found my dog after a long search.,Tôi đã tìm thấy con chó của mình sau một thời gian dài tìm kiếm.,A2,sentence,simple,declarative,past_simple|pronoun|noun|determiner|adjective|preposition|noun_phrase|prepositional_phrase,227,0.805,0,0,
1cHYKOqk6_I_sentence_050.wav,Secondary.,Sơ trung.,A2,word,,,adjective,228,,1,1,-yljNBUV0cw_sentence_717.wav
-yljNBUV0cw_sentence_717.wav,"Winning is secondary, we play just for fun.","Thắng thua chỉ là thứ yếu, chúng ta chơi chỉ để giải trí.",A2,sentence,compound,declarative,present_simple|noun_phrase|verb|adjective|pronoun|prepositional_phrase,228,5.23,0,0,
UUF4JSG6Ql4_sentence_233.wav,Section.,Phần.,A2,word,,,noun,229,,1,1,tAgsbxzQJ9I_sentence_843.wav
tAgsbxzQJ9I_sentence_843.wav,I always read the sports section first.,Tôi luôn đọc mục thể thao trước tiên.,A1,sentence,simple,declarative,present_simple|pronoun|adverb|verb|determiner|adjective|noun|noun_phrase,229,2.311,0,0,
1Hk4z0OkyyM_sentence_1017.wav,Seem.,Có vẻ.,A1,word,,,verb,230,,1,1,elCuqmWqd28_sentence_632.wav
elCuqmWqd28_sentence_632.wav,This ladder doesn't seem very stable.,Chiếc thang này trông không được chắc chắn lắm.,A2,sentence,simple,declarative,present_simple|negation|noun_phrase|verb|adjective_phrase,230,6.417,0,0,
90DzeyiIBCw_sentence_317.wav,Shave.,Cạo râu.,A1,word,,,verb,231,,1,1,90DzeyiIBCw_sentence_315.wav
90DzeyiIBCw_sentence_315.wav,I shave every morning.,Tôi cạo râu mỗi sáng.,A1,sentence,simple,declarative,present_simple|pronoun|verb|adverb_phrase,231,6.62,0,0,
08jDwfm9LcA_sentence_309.wav,Sheet.,Tờ giấy.,A2,word,,,noun,232,,1,1,08jDwfm9LcA_sentence_314.wav
08jDwfm9LcA_sentence_314.wav,Please give me a sheet of paper.,Làm ơn đưa cho tôi một tờ giấy.,A1,sentence,simple,imperative,verb|pronoun|determiner|noun|preposition|noun_phrase|prepositional_phrase,232,0.626,0,0,
DRNH2LZ7HH0_sentence_150.wav,Shine.,Chiếu sáng.,A1,word,,,verb,233,,1,1,FiivHZZEXCU_sentence_541.wav
FiivHZZEXCU_sentence_541.wav,"It doesn't matter whether it rains or shines, we'll be here.","Dù trời mưa hay nắng cũng không thành vấn đề, chúng tôi vẫn sẽ ở đây.",A2,sentence,compound_complex,declarative,present_simple|negation|conjunction|relative_clause|pronoun|verb|adverb,233,3.718,0,0,
flLkzTtdkNM_sentence_531.wav,Shoe.,Giày.,A1,word,,,noun,234,,1,1,flLkzTtdkNM_sentence_905.wav
flLkzTtdkNM_sentence_905.wav,What's your shoe size?,Cỡ giày của bạn là bao nhiêu?,A1,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|determiner|noun_phrase,234,-2.23,0,0,
2F4_bmQcL4Y_sentence_052.wav,Signal.,Tín hiệu.,A1,word,,,noun|verb,235,,1,1,2F4_bmQcL4Y_sentence_057.wav
2F4_bmQcL4Y_sentence_057.wav,Stand by for my signal.,Hãy đợi tín hiệu của tôi.,A1,sentence,simple,imperative,present_simple|verb|preposition|determiner|noun|verb_phrase|prepositional_phrase,235,0.52,0,0,
d2HRQKhrSs0_sentence_307.wav,Sink.,Cái bể.,A1,word,,,verb,236,,1,1,IQMT42t0by0_sentence_351.wav
IQMT42t0by0_sentence_351.wav,The kitchen sink was full of dirty dishes.,Bồn rửa chén trong bếp đầy ắp chén đĩa bẩn.,A1,sentence,simple,declarative,past_simple|noun_phrase|determiner|adjective|preposition|verb,236,3.755,0,0,
elCuqmWqd28_sentence_377.wav,Slip.,Trượt.,A1,word,,,verb,237,,1,1,elCuqmWqd28_sentence_738.wav
elCuqmWqd28_sentence_738.wav,Be careful not to slip.,Hãy cẩn thận kẻo trượt ngã.,A1,sentence,simple,imperative,verb|adjective|negation|verb_phrase,237,0.52,0,0,
lhfQCs4mfjU_sentence_580.wav,Snake.,Rắn.,A1,word,,,noun,238,,1,1,lhfQCs4mfjU_sentence_582.wav
lhfQCs4mfjU_sentence_582.wav,Is the snake alive?,Con rắn còn sống không?,A1,sentence,simple,interrogative,present_simple|question_form|verb|determiner|noun|adjective,238,0.72,0,0,
1cHYKOqk6_I_sentence_511.wav,Soldier.,Lính.,A1,word,,,noun,239,,1,1,q0g5JAFFqPo_sentence_301.wav
q0g5JAFFqPo_sentence_301.wav,Why do you want to be a soldier?,Tại sao bạn muốn trở thành một người lính?,A1,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|determiner|noun,239,0.805,0,0,
3LHgzqb9HRM_sentence_358.wav,Soul.,Linh hồn.,A1,word,,,noun,240,,1,1,gskdnimT5iY_sentence_742.wav
gskdnimT5iY_sentence_742.wav,I put all my heart and soul into it.,Tôi đã dồn hết tâm huyết vào đó.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun_phrase|prepositional_phrase,240,1.031,0,0,
90DzeyiIBCw_sentence_419.wav,Spider.,Nhện.,A1,word,,,noun,241,,1,1,90DzeyiIBCw_sentence_424.wav
90DzeyiIBCw_sentence_424.wav,There's a spider in the bathroom.,Có một con nhện trong phòng tắm.,A1,sentence,simple,declarative,present_simple|noun|verb|preposition|determiner|prepositional_phrase,241,2.483,0,0,
d448ERf2gJk_sentence_661.wav,Spin.,Quay.,A1,word,,,verb,242,,1,1,pVwMUP_iDq0_sentence_184.wav
pVwMUP_iDq0_sentence_184.wav,All of that information made my head spin.,Tất cả những thông tin đó khiến đầu óc tôi quay cuồng.,A2,sentence,simple,declarative,past_simple|noun_phrase|verb|preposition|determiner,242,3.755,0,0,
pVwMUP_iDq0_sentence_844.wav,Sticky.,Dính.,A1,word,,,adjective,243,,1,1,q0g5JAFFqPo_sentence_780.wav
q0g5JAFFqPo_sentence_780.wav,The paint was still sticky.,Lớp sơn vẫn còn dính.,A2,sentence,simple,declarative,past_simple|noun_phrase|determiner|noun|verb|adverb|adjective,243,0.52,0,0,
GUMaa1S8TAw_sentence_449.wav,Sting.,Vết chích.,A2,word,,,verb,244,,1,1,GUMaa1S8TAw_sentence_778.wav
GUMaa1S8TAw_sentence_778.wav,Do these insects sting?,Những loài côn trùng này có đốt không?,A1,sentence,simple,interrogative,present_simple|question_form|noun|verb|determiner|noun_phrase,244,0.72,0,0,
DOcJti0SfA0_sentence_269.wav,Suck.,Tệ thật.,A1,word,,,verb,245,,1,1,eklfrJkH6xw_sentence_298.wav
eklfrJkH6xw_sentence_298.wav,I suck at tennis.,Tôi chơi tennis rất tệ.,A1,sentence,simple,declarative,present_simple|pronoun|verb|preposition|noun|prepositional_phrase,245,0.72,0,0,
L8MZhCnzX9M_sentence_654.wav,Suffering.,Sự đau khổ.,A1,word,,,noun,246,,1,1,yzQdKLHuq4Y_sentence_368.wav
yzQdKLHuq4Y_sentence_368.wav,Her life is full of pain and suffering.,Cuộc đời cô ấy đầy rẫy đau khổ và bất hạnh.,A2,sentence,simple,declarative,present_simple|noun_phrase|adjective|preposition|conjunction,246,2.28,0,0,
B98K7c1BJ2w_sentence_607.wav,Supply.,Cung cấp.,A2,word,,,verb,247,,1,1,EpbcSXHX_Mo_sentence_338.wav
EpbcSXHX_Mo_sentence_338.wav,Water is in short supply in many countries.,Nước đang khan hiếm ở nhiều quốc gia.,A2,sentence,simple,declarative,present_simple|noun|verb|adjective|preposition|determiner|prepositional_phrase,247,5.23,0,0,
eNFFf2rcKC8_sentence_708.wav,Survive.,Tồn tại.,A1,word,,,verb,248,,1,1,eNFFf2rcKC8_sentence_714.wav
eNFFf2rcKC8_sentence_714.wav,No one can survive without water.,Không ai có thể sống sót nếu thiếu nước.,A2,sentence,simple,declarative,modal|negation|pronoun|verb|preposition|noun|noun_phrase|verb_phrase|prepositional_phrase,248,4.45,0,0,
DRNH2LZ7HH0_sentence_707.wav,Sweep.,Quét.,A1,word,,,verb,249,,1,1,DRNH2LZ7HH0_sentence_712.wav
DRNH2LZ7HH0_sentence_712.wav,I need to sweep the kitchen.,Tôi cần quét dọn nhà bếp.,A1,sentence,simple,declarative,present_simple|pronoun|verb|verb_phrase|determiner|noun|noun_phrase,249,0.517,0,0,
FiivHZZEXCU_sentence_675.wav,Tank.,Xe tăng.,A1,word,,,noun,250,,1,1,FiivHZZEXCU_sentence_676.wav
FiivHZZEXCU_sentence_676.wav,This tank has a capacity of thirty liters.,Chiếc bình này có dung tích ba mươi lít.,A2,sentence,simple,declarative,present_simple|noun_phrase|determiner|noun|verb|prepositional_phrase|preposition|adjective,250,6.705,0,0,
d448ERf2gJk_sentence_728.wav,Tension.,Căng thẳng.,A1,word,,,noun,251,,1,1,EpbcSXHX_Mo_sentence_065.wav
EpbcSXHX_Mo_sentence_065.wav,His joke eased the tension in the room.,Câu nói đùa của anh ấy đã làm giảm bớt sự căng thẳng trong phòng.,A2,sentence,simple,declarative,past_simple|noun_phrase|verb|prepositional_phrase|determiner|noun|preposition,251,0.805,0,0,
CWdJd0sDlOw_sentence_216.wav,Theme.,Chủ đề.,A1,word,,,noun,252,,1,1,fYqpwIvbxIQ_sentence_476.wav
fYqpwIvbxIQ_sentence_476.wav,What's the theme of the novel?,Chủ đề của cuốn tiểu thuyết là gì?,A2,sentence,simple,interrogative,present_simple|question_form|pronoun|determiner|noun|preposition|noun_phrase,252,0.517,0,0,
08jDwfm9LcA_sentence_515.wav,Theory.,Lý thuyết.,A1,word,,,noun,253,,1,1,08jDwfm9LcA_sentence_514.wav
08jDwfm9LcA_sentence_514.wav,There is no evidence to support such a theory.,Không có bằng chứng nào để ủng hộ giả thuyết đó.,B1,sentence,simple,declarative,present_simple|negation|noun|verb|determiner,253,4.964,0,0,
dOKwbK4u5zo_sentence_000.wav,Therefore.,Vì thế.,A1,word,,,adverb,254,,1,1,dOKwbK4u5zo_sentence_001.wav
dOKwbK4u5zo_sentence_001.wav,"I got there really early, therefore I was first in line.","Tôi đến đó rất sớm, vì vậy tôi là người đầu tiên xếp hàng.",A2,sentence,compound,declarative,past_simple|adverb|conjunction|reason_result,254,3.718,0,0,
08jDwfm9LcA_sentence_450.wav,Threat.,Mối đe dọa.,A2,word,,,noun,255,,1,1,MYQ5iy3aRSo_sentence_346.wav
MYQ5iy3aRSo_sentence_346.wav,Their financial problems are a threat to their marriage.,Những khó khăn tài chính đang đe dọa đến cuộc hôn nhân của họ.,A2,sentence,simple,declarative,present_simple|noun_phrase|prepositional_phrase,255,4.964,0,0,
A9E8K6ffHD8_sentence_274.wav,Timetable.,Thời khóa biểu.,A2,word,,,noun,256,,1,1,A9E8K6ffHD8_sentence_279.wav
A9E8K6ffHD8_sentence_279.wav,We have a busy timetable this week.,Tuần này chúng ta có lịch trình khá bận rộn.,A2,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase,256,3.997,0,0,
gUE72PlGRi0_sentence_737.wav,Toe.,Ngón chân.,A1,word,,,noun,257,,1,1,gUE72PlGRi0_sentence_170.wav
gUE72PlGRi0_sentence_170.wav,I accidentally stepped on her toe.,Tôi vô tình giẫm phải ngón chân cô ấy.,A1,sentence,simple,declarative,past_simple|pronoun|adverb|verb|prepositional_phrase,257,6.417,0,0,
FGBLtAJdMqE_sentence_763.wav,Ton.,Tấn.,A2,word,,,noun,258,,1,1,YresZ0P7mrA_sentence_755.wav
YresZ0P7mrA_sentence_755.wav,I've got a ton of work to do today.,Hôm nay tôi có rất nhiều việc phải làm.,A2,sentence,simple,declarative,present_simple|pronoun|verb|noun_phrase|adverb,258,1.031,0,0,
GUksrGBeln0_sentence_203.wav,Trading.,Giao dịch.,A2,word,,,noun,259,,1,1,GUksrGBeln0_sentence_206.wav
GUksrGBeln0_sentence_206.wav,I work for a trading company in Ho Chi Minh City.,Tôi làm việc cho một công ty thương mại tại Thành phố Hồ Chí Minh.,A2,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|noun|adjective|noun_phrase|prepositional_phrase,259,4.791,0,0,
DRNH2LZ7HH0_sentence_081.wav,Transport.,Chuyên chở.,A1,word,,,noun|verb,260,,1,1,yzQdKLHuq4Y_sentence_721.wav
yzQdKLHuq4Y_sentence_721.wav,His bike is his only means of transport.,Chiếc xe đạp là phương tiện di chuyển duy nhất của anh ấy.,A2,sentence,simple,declarative,present_simple|noun_phrase|verb|determiner|adjective|prepositional_phrase,260,2.28,0,0,
6rHcPgYkDpE_sentence_374.wav,Trend.,Xu hướng.,A2,word,,,noun,261,,1,1,6rHcPgYkDpE_sentence_239.wav
6rHcPgYkDpE_sentence_239.wav,She follows all the latest trends in fashion.,Cô ấy luôn cập nhật những xu hướng thời trang mới nhất.,A2,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|preposition|noun_phrase|prepositional_phrase|comparison,261,3.755,0,0,
UTJvBxhIaUI_sentence_569.wav,Triangle.,Tam giác.,A2,word,,,noun,262,,1,1,Vm4TBei0oSk_sentence_636.wav
Vm4TBei0oSk_sentence_636.wav,Measure each angle of the triangle.,Đo từng góc của tam giác.,A2,sentence,simple,imperative,present_simple|verb|noun_phrase|prepositional_phrase,262,6.417,0,0,
gskdnimT5iY_sentence_760.wav,Trick.,Lừa.,A1,word,,,noun|verb,263,,1,1,gskdnimT5iY_sentence_763.wav
gskdnimT5iY_sentence_763.wav,It's not a trick question.,Đây không phải là câu hỏi mẹo.,A2,sentence,simple,declarative,present_simple|negation|pronoun|verb|noun_phrase,263,0.52,0,0,
aHf27Jt0exE_sentence_785.wav,Unfairly.,Không công bằng.,A2,word,,,adverb,264,,1,1,GUMaa1S8TAw_sentence_892.wav
GUMaa1S8TAw_sentence_892.wav,They treated her unfairly.,Họ đối xử bất công với cô ấy.,A2,sentence,simple,declarative,past_simple|pronoun|adverb,264,6.62,0,0,
yzQdKLHuq4Y_sentence_326.wav,Uniform.,Đồng phục.,A1,word,,,adjective,265,,1,1,yzQdKLHuq4Y_sentence_327.wav
yzQdKLHuq4Y_sentence_327.wav,I hate this uniform.,Tôi ghét bộ đồng phục này.,A1,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase,265,3.67,0,0,
A9E8K6ffHD8_sentence_284.wav,Universe.,Vũ trụ.,A1,word,,,noun,266,,1,1,fXyoyYdUOvc_sentence_150.wav
fXyoyYdUOvc_sentence_150.wav,There are billions of stars in the universe.,Có hàng tỷ ngôi sao trong vũ trụ.,A2,sentence,simple,declarative,present_simple|noun|verb|preposition|determiner|pronoun|noun_phrase|prepositional_phrase,266,3.755,0,0,
elCuqmWqd28_sentence_307.wav,Upper.,Phía trên.,A2,word,,,adjective,267,,1,1,elCuqmWqd28_sentence_309.wav
elCuqmWqd28_sentence_309.wav,All of his upper teeth are missing.,Toàn bộ răng hàm trên của anh ta đều bị mất.,A2,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|adjective|determiner|preposition,267,2.311,0,0,
CWdJd0sDlOw_sentence_088.wav,Urge.,Thúc giục.,A2,word,,,verb,268,,1,1,Xl-hGqGxJEw_sentence_031.wav
Xl-hGqGxJEw_sentence_031.wav,I resisted the urge to scream.,Tôi cố gắng kìm nén cơn thôi thúc muốn hét lên.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun_phrase|verb_phrase,268,2.483,0,0,
3LHgzqb9HRM_sentence_190.wav,Visitor.,Khách tham quan.,A1,word,,,noun,269,,1,1,3LHgzqb9HRM_sentence_191.wav
3LHgzqb9HRM_sentence_191.wav,There's a visitor waiting for you in the lobby.,Có một vị khách đang đợi bạn ở sảnh.,A2,sentence,simple,declarative,present_simple|noun|verb|determiner|pronoun|preposition|noun_phrase|prepositional_phrase,269,4.964,0,0,
S-FYtkOqTlU_sentence_661.wav,Weapon.,Vũ khí.,A1,word,,,noun,270,,1,1,SHZDlHAWvGM_sentence_087.wav
SHZDlHAWvGM_sentence_087.wav,We found the murder weapon.,Chúng tôi đã tìm thấy hung khí gây án.,A1,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|noun_phrase,270,2.88,0,0,
cQU8U99fZnQ_sentence_182.wav,Whisper.,Thì thầm.,A1,word,,,verb,271,,1,1,cQU8U99fZnQ_sentence_191.wav
cQU8U99fZnQ_sentence_191.wav,What did she whisper to you?,Cô ấy đã thì thầm điều gì với bạn?,A1,sentence,simple,interrogative,past_simple|question_form|pronoun|verb|preposition,271,0.517,0,0,
3LHgzqb9HRM_sentence_436.wav,Willingness.,Sự tự nguyện.,A2,word,,,noun,272,,1,1,3LHgzqb9HRM_sentence_435.wav
3LHgzqb9HRM_sentence_435.wav,I really appreciate your willingness to help.,Tôi thực sự đánh giá cao sự sẵn lòng giúp đỡ của bạn.,A1,sentence,simple,declarative,present_simple|pronoun|adverb|verb|determiner|noun|verb_phrase,272,9.054,0,0,
73xazK1Llhw_sentence_255.wav,Yawn.,Ngáp.,A1,word,,,verb,273,,1,1,aWTrDkYdxK4_sentence_290.wav
aWTrDkYdxK4_sentence_290.wav,"Cover your mouth when you cough, sneeze, or yawn.","Hãy che miệng khi ho, hắt hơi hoặc ngáp.",A2,sentence,complex,imperative,present_simple|verb|pronoun|determiner|noun|conjunction|noun_phrase|time_sequence,273,1.031,0,0,
H94_jEKPmt4_sentence_154.wav,Restore.,Khôi phục.,A1,word,,,verb,274,,2,1,cQU8U99fZnQ_sentence_662.wav|d2HRQKhrSs0_sentence_695.wav
d2HRQKhrSs0_sentence_695.wav,"He was badly injured in the accident, but now he's fully restored.","Anh ấy bị thương nặng trong vụ tai nạn, nhưng giờ đã hoàn toàn bình phục.",A2,sentence,compound,declarative,past_simple|passive|conjunction|pronoun|verb|adverb|preposition|determiner|noun|adjective|prepositional_phrase,274,6.79,0,0,
EpbcSXHX_Mo_sentence_048.wav,Indicate.,Biểu thị.,A2,word,,,verb,275,,2,1,be6gMVMz48c_sentence_380.wav|EpbcSXHX_Mo_sentence_496.wav
EpbcSXHX_Mo_sentence_496.wav,Tone of voice can indicate feelings.,Giọng điệu có thể thể hiện cảm xúc.,A2,sentence,simple,declarative,noun_phrase|modal|verb|noun,275,4.45,0,0,
