success,target_term,explanation,examples,familiarity_before,familiarity_after,familiarity_improvement,response_time_ms,error,level
True,tradition,A established custom or practice that has been repeated for a long time.,The old tradition of telling stories centered on myths and legends. | The family followed a long tradition of baking apple pies.,0.23238953619466884,0.23844143162262577,0.0060518954279569215,13806.884293997427,,A2
True,media,"A way to watch shows, listen to music, or look at pictures.",The news channel shows interesting media reports. | The young artist made a beautiful piece of media art.,0.2331668655353328,0.24911835758696796,0.015951492051635152,14451.05877199967,,A2
True,particular,A detailed look at one specific thing.,"The report had a particular, detailed analysis of the data. | He offered a particular recommendation regarding the project's scope.",0.2280375880958039,0.24156425618368368,0.013526668087879778,13258.618785999715,,A2
False,ending,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,platform,A structured system for delivering content or services to users.,The company set up a new platform for its online store. | The network’s success depends on its strong platform.,0.24840146363887092,0.251221415804062,0.0028199521651910697,12982.364822993986,,A2
True,adventure,A thrilling trip with challenges and thrills.,They went on a dangerous adventure to find the lost treasure. | He sought a thrilling adventure in the wilderness.,0.24306109764765338,0.24576472756857873,0.002703629920925349,13236.929780003265,,A2
True,train,"A way for things to travel along tracks, like a railroad.",The engineer carefully prepared the train for its journey. | The train moved quickly along the tracks.,0.23089818815283128,0.24577139992720812,0.014873211774376838,12919.465539991506,,A2
True,start,Beginning a new activity or task.,"The project officially started after the initial planning phase. | The engine starts with a smooth, controlled power surge.",0.23123970217569942,0.2383015850056374,0.007061882829937971,11076.69554000313,,A2
False,case,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,singing,A pleasant sound made with a voice.,The children were very interested in the choir’s singing. | He enjoyed the soothing singing of the old man on the porch.,0.23199342951600854,0.23947324217104474,0.007479812655036194,13146.323491004296,,A2
True,penny,"A small, old coin, often used for payment.",He paid for the purchase with a penny. | I found a small penny.,0.24150592439119078,0.24704845757051808,0.005542533179327291,12236.361304007005,,A2
True,sweet,A taste that is enjoyable and makes you feel happy.,The cake was very sweet. | Her voice was a sweet melody.,0.2311203593303747,0.24676744015777943,0.015647080827404736,11945.225543997367,,A2
False,excellent,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,running,"The act of moving with swift, continuous motion.",The children were running in the park. | He is running to catch up with his friend.,0.24350940807755103,0.2468586506876851,0.0033492426101340567,11989.194787995075,,A2
True,grocery,A shop where you can get food and supplies to keep yourself healthy.,I need to go to the grocery store for dinner. | He’s running low on essential groceries for the winter.,0.23991706646429356,0.2500493278081805,0.01013226134388695,13069.738783990033,,A2
True,carefully,Thinking thoughtfully and paying attention to details.,The surgeon performed the operation carefully. | He needs to carefully examine the blueprints before finalizing the design.,0.24078265396221052,0.24646979414355763,0.005687140181347111,11654.267415011418,,A2
True,field,"A particular area of land, often for growing crops or defending territory.",The farmer worked hard in the wheat field. | The military sent troops to the strategic field.,0.2324380742798662,0.2391579169017127,0.006719842621846495,14296.774080008618,,A2
True,lecture,A formal speech that someone shares with a group.,The professor delivered a lengthy lecture on historical events. | The students listened to a lecture to learn about the material.,0.2286615439560525,0.23719258754561934,0.008531043589566828,13382.007101012277,,A2
True,competition,A test or contest to show your skills and be the best.,The athletes entered the race with intense competition. | The market had a tough competition for people’s attention.,0.20789982248765906,0.23333826689320838,0.02543844440554932,13442.957805993501,,A2
True,lucky,"A fortunate occurrence, a situation marked by good fortune.",The team was lucky to overcome the difficult challenge. | Winning the lottery was a lucky stroke of fortune for her.,0.23849668560750134,0.23940890479664625,0.0009122191891449138,12340.253361995565,,A2
True,accident,A wrong thing that causes problems.,The train had an accident. | He had a car accident while driving down the highway.,0.22465424505171147,0.24232475410227694,0.01767050905056547,13755.201307998504,,A2
True,state,The way things are right now.,The weather is currently in a cloudy state. | The project is in a critical state of development.,0.24368937016593514,0.25482609945560203,0.011136729289666886,11993.170967994956,,A2
True,stamp,A mark left behind when something is pressed or touched.,The police officer carefully examined the evidence with a metal stamp. | The artist used a stamp on the canvas.,0.23950657160963218,0.24521122846419793,0.005704656854565754,14095.680333004566,,A2
True,used,Applying a thing to make it work better or last longer.,The sealant was used to protect the wood. | The mechanic used the wrench to tighten the bolt.,0.24640016973601397,0.25456428427176303,0.008164114535749056,12374.224868995952,,A2
False,none,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,crazy,A very strong and unexpected feeling.,The old man’s behavior was very strange and crazy. | His thoughts were really crazy and unpredictable.,0.22259334191493005,0.24216449466790935,0.0195711527529793,12646.070293994853,,A2
False,nut,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,camping,"A trip outdoors, setting up a home.","He enjoys spending weekends in the wilderness, camping. | The group planned a long camping trip to reach a remote location.",0.2316952083660024,0.24438033393979808,0.01268512557379567,13431.724460009718,,A2
True,researcher,A person who systematically investigates a subject to find out more.,The researcher studied the past carefully. | The scientist is a dedicated researcher focused on new medical treatments.,0.24046735771658975,0.250576496579948,0.010109138863358264,11671.525935991667,,A2
True,finally,"After a lot of work and time, it’s reached its end.","After a long time of testing, the software finally compiles. | The long journey finally led to a big discovery.",0.2319472354672775,0.24806664522414798,0.016119409756870484,14873.329259004095,,A2
True,run,To move quickly and swiftly.,The soldiers run towards the enemy lines. | She was running to catch the bus.,0.2451981304156933,0.2451981304156933,0.0,9764.605296004447,,A2
True,talk,"To express oneself with words, usually in a conversational manner.",The speaker had to talk to her friend about the project. | He tried to talk to the customer to understand his complaint.,0.2551126034759763,0.2584841570641565,0.0033715535881801983,12147.649311998975,,A2
True,recording,Taking pictures or videos of things happening.,The recording showed the storm's fury. | We made a recording of the performance for posterity.,0.2472876759094421,0.2502715140031467,0.0029838380937045883,12720.266071002698,,A2
True,degree,A number that tells how much or how wide something is.,The professor assigned a degree in engineering. | The project needed a certain degree of accuracy.,0.2276404338823221,0.2357460890137307,0.008105655131408596,12311.27009599004,,A2
True,trash,Old things that people get rid of.,The landfill is full of trash. | He put the old trash in the backyard.,0.23107462160857198,0.24778345178192707,0.016708830173355088,13678.299484992749,,A2
True,hurt,Experiencing problems or pain in your body.,The child hurt his arm while playing. | She hurt her feelings when I forgot her birthday.,0.23395435225831687,0.2435506771631308,0.009596324904813935,11220.631604999653,,A2
True,water,"A fluid that helps living things and is widely found in rivers, lakes, and the sea.",The farmer used water to water the crops. | The children played with the cool water.,0.2204770361428187,0.24491700227737442,0.024439966134555735,14698.867205006536,,B1
False,criminal,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,protest,A group of people showing they aren’t happy with something.,The citizens protested the government’s policies. | The workers held a protest to demand better wages.,0.2297524480940264,0.2437765993706176,0.014024151276591207,14762.027222997858,,B1
True,worry,A state of deep apprehension or anxiety about something.,He was worrying about his presentation. | She worries about her family's well-being.,0.23832832277636792,0.23832832277636792,0.0,10601.470672991127,,B1
True,producer,A person or company that creates goods.,The factory is a key producer of essential components. | The company’s success depends on its good producer of innovative products.,0.2331694927113994,0.24696888813278547,0.013799395421386085,14717.841480000061,,B1
True,absolutely,A statement of extreme conviction or certainty.,The evidence is absolutely clear. | He felt absolutely confident in his decision.,0.21201812637790005,0.22008901484231788,0.008070888464417836,10765.880877006566,,B1
True,rope,"A long, strong cord used for securing things.",The sailor used the rope to climb the mast. | The children played with the rope.,0.2400241061459898,0.24020777129205229,0.00018366514606249496,11464.627062989166,,B1
True,headline,A big message or story that’s very important.,The news outlet released a new headline about the company's earnings. | The local newspaper ran a dramatic headline for the upcoming event.,0.21632535966981745,0.23184439918908759,0.01551903951927014,12129.224054006045,,B1
True,planning,Figuring out what needs to be done and when to do it.,The project team is engaging in extensive planning to meet the deadline. | He’s been carefully planning for the upcoming vacation.,0.23435689882271307,0.2505023592725709,0.016145460449857846,13265.391588996863,,B1
True,alarm,A signal that something bad could occur.,The alarm sounded when someone entered the building. | He got an alarm about a potential health risk.,0.23628086650267366,0.24035042508698132,0.004069558584307659,13755.169378011487,,B1
True,clever,A person exhibiting quickness of thought and ability.,The detective used his clever insights to solve the case. | Her clever solution prevented the disaster.,0.2255583425560076,0.2255583425560076,0.0,10971.188554001856,,B1
True,intelligence,The ability to figure things out and think clearly.,The detective’s smart intelligence helped him solve the case. | Her intelligence was very important for the project’s success.,0.2363660144752272,0.24198053920746712,0.005614524732239917,14577.558917997521,,B1
True,glad,A feeling of happiness and contentment.,The children were glad they found the hidden treasure. | He was glad after completing the difficult task.,0.23970612714034442,0.24156403747168495,0.0018579103313405287,11267.693681002129,,B1
True,equally,The quantity is consistent and comparable.,The results are equally accurate. | The conditions are equally favorable.,0.22489401409112905,0.23091176151025214,0.006017747419123087,10696.659970999463,,B1
True,basic,A simple starting point or a fundamental design.,The basic programming language is easy to learn. | The basic design has a simple look.,0.22516526827704844,0.2402449658828449,0.015079697605796472,12426.561020998633,,B1
True,escape,"To leave a place or situation, often with a sense of urgency or fear.",The soldier had to escape the enemy's attack. | She tried very hard to escape the awkward conversation.,0.22678057719580177,0.23103745449213983,0.0042568772963380574,12609.930414007977,,B1
True,related,The state of being connected or connected to something else.,The research is related to climate change. | The study is related to the effects of pollution.,0.2436038671564551,0.2436038671564551,0.0,10278.210321004735,,B1
False,breathe,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,calm,A feeling of being still and at ease.,"The lake was very calm, reflecting the clouds perfectly. | The child stayed calm despite the scary situation.",0.22736161802079194,0.23894178401626728,0.011580165995475344,13583.370121996268,,B1
True,ugly,A thing that doesn’t look good to look at.,The portrait showed a very ugly person. | The building’s design was very ugly.,0.22636903653616688,0.25776922297090893,0.031400186434742045,13740.41769100586,,B1
True,pin,"A small, metal fastener used to join things together.",The engineer used a pin to secure the metal components. | He needs a pin to fix the broken wire.,0.2369436199572983,0.2369436199572983,0.0,10786.015852005221,,B1
True,bite,A strong movement of the tongue against something.,He ate a big bite of the cookie. | She gave him a firm bite of the sandwich.,0.24679125157592396,0.25190748711158284,0.005116235535658875,12334.429678012384,,B1
True,warning,A signal that something could be risky or wrong.,The driver received a warning about impaired driving. | The system warned us about a possible system failure.,0.22639057121518577,0.24183912827638276,0.015448557061196994,14039.058029986336,,B1
True,profession,A learned activity or skill involving the application of knowledge and expertise to a particular field or job.,The lawyer’s profession is advising clients on legal matters. | The engineer’s profession is designing and building structures.,0.2339677938293727,0.2339677938293727,0.0,11191.297625002335,,B1
True,commercial,A business that makes money by selling things.,The company launched a new line of commercial products. | The event had a commercial broadcast with the latest technology.,0.2288810180492816,0.23923038798923865,0.010349369939957054,12815.005119002308,,B1
True,comparison,A detailed analysis of similarities and differences between two or more things.,The analyst conducted a thorough comparison of the company's financial reports. | The artist made a comparison of different artistic styles.,0.23901822624457836,0.2391806412945089,0.00016241504993053102,12315.20051600819,,B1
True,stadium,"A large, open area for games and events.",The team played their final game in the massive stadium. | The building of the new stadium was a big investment.,0.23582398208559793,0.24589806147371007,0.01007407938811214,13704.735876002815,,B1
True,passion,"A strong, intense feeling of affection or enthusiasm.",The artist’s passion for painting is clear in every stroke. | He showed his passion for music through his performances.,0.2475137879796936,0.25171841275110246,0.004204624771408871,13101.206877996447,,B1
True,quit,To end a task or activity.,He had to quit his job to pursue his passion. | Please quit smoking to improve your health.,0.23985289279084862,0.24333459661402612,0.003481703823177501,10989.735901996028,,B1
True,currency,"A way to trade things, like coins, using money.",The government gave new currency to help the economy. | The bank used the currency to pay the transaction.,0.22635458088869495,0.23956883052834402,0.013214249639649067,14518.584677993204,,B1
True,fashionable,A way of dressing that looks good and is well-designed.,The new collection is very fashionable. | The celebrity’s outfit was very fashionable.,0.22421792972705393,0.2489879138265393,0.02476998409948536,13267.87396799773,,B1
True,printing,The act of producing a physical object using a device.,The printer is printing a document. | The company is working on better printing.,0.24684185525388247,0.25577515868828343,0.008933303434400963,12686.18010400678,,B1
True,sample,A little bit of something to see how it works.,The engineer requested a sample of the new material. | They showed us a sample of the paint to see its color.,0.234870925641634,0.25084334300405525,0.01597241736242125,13369.315881005605,,B1
True,mine,A special item that a person really likes and values.,He cherished his antique mine of silver. | She found a beautiful mine of gemstones.,0.23338235753983672,0.23628475078553865,0.002902393245701934,11310.920873002033,,B1
True,economic,A way of using money and resources to make things better and easier for people.,The government is working to grow the country’s economy. | The company’s plan helps to make the nation’s economy stronger.,0.22765567210825444,0.24530645562361383,0.017650783515359397,15703.470174994436,,B1
True,wrong,A discrepancy or error in a statement or action.,The calculation was wrong. | He made a wrong decision.,0.24277179783827618,0.24277179783827618,0.0,9975.191837002058,,B1
True,type,A way of arranging things in a specific order.,The software uses a complicated type of data analysis. | The code is written in a specific type of programming language.,0.22689276722025523,0.2336635933959015,0.006770826175646283,13008.993471987196,,B1
True,tail,The end of a line or sequence.,The story ends with a dramatic **tail**. | The detective followed the suspect's movements until the last **tail**.,0.24819175440340938,0.24819175440340938,0.0,10926.721765994444,,B1
True,double,A much larger amount than expected.,The recipe calls for a double batch of cookies. | He made a double shot of espresso to get a stronger flavor.,0.22852603548557246,0.2366044772902037,0.008078441804631242,11560.21347999922,,B1
True,ton,A big and strong load.,The driver pulled a heavy ton of lumber. | The mountain was filled with a big ton of stone.,0.23297311428283998,0.24897807461644253,0.016004960333602547,12746.91006699868,,B1
True,graduate,To move to a higher level of learning.,The company plans to graduate its oldest division. | He wants to graduate with honors.,0.2353934004853119,0.2473077297062233,0.011914329220911402,12758.60365400149,,B1
True,liquid,A flowing substance.,"The river flowed with a steady, continuous stream of liquid. | The scientist measured the liquid carefully with a precise pipette.",0.2165262541890535,0.23007374444864018,0.01354749025958668,12524.159142005374,,B1
False,strongly,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,sort,To put things in a neat order.,Please sort the books by their authors. | I need to sort out the details of this report.,0.2393696905036474,0.25286204479104557,0.013492354287398173,11299.685199002852,,B1
True,judge,To impart a verdict or assessment.,The jury convened to judge the defendant's guilt. | He carefully judged the quality of the artwork.,0.23890068968860692,0.23890068968860692,0.0,10631.309072996373,,B1
True,neat,A way of doing things that is careful and gets the job done quickly.,The detective solved the case in a neat way. | The gardener carefully trimmed the roses to make a neat arrangement.,0.22182184496029303,0.24527295011855776,0.023451105158264735,14341.431788008776,,B1
True,presentation,A formal public display of information or ideas.,The CEO presented a good presentation to the investors. | The teacher gave a lively presentation about historical events.,0.2389448378904675,0.24470716412859708,0.005762326238129584,13031.412233001902,,B1
False,obviously,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,coin,"A small, shiny object used to buy things.",He was looking at a silver coin. | The jeweler carefully polished the precious coin.,0.2240800717552048,0.23625146081371953,0.012171389058514726,12342.92840299895,,B1
True,exhibition,"A staged display of art, artifacts, or events.",The museum had a special exhibition of ancient pottery. | The local community organized a successful exhibition of local crafts.,0.23881672133472046,0.240299122758899,0.0014824014241785477,12004.540480993455,,B1
True,emergency,A problem that needs to be addressed quickly.,The hospital received an emergency call about a missing child. | A major emergency occurred during the natural disaster.,0.21581167810819069,0.23337418100504428,0.0175625028968536,11483.16622999846,,B1
True,belief,A thought someone holds to be true.,"The scientist had a strong belief in the scientific method. | He had a strong belief in a positive outcome, but it was hard.",0.23175997155347647,0.24519658625240634,0.013436614698929872,15164.93964100664,,B1
True,hurricane,A strong storm with lots of wind and rain.,"The hurricane swept across the coast, causing damage. | Scientists are studying the hurricane's impact on the ecosystem.",0.2333515564610041,0.2407858549444335,0.007434298483429386,11971.978113011573,,B1
True,alcohol,"A drink made from yeast and sugar, usually served warm.",He drank a lot of alcohol after a long day. | The bartender served a glass of alcohol.,0.2364984360874777,0.2432328670322876,0.0067344309448099104,14136.943395002163,,B1
True,responsibility,A commitment to do something right.,The manager has a big responsibility for the team's success. | The doctor has a big responsibility to care for patients.,0.239769324727901,0.25032404526887214,0.010554720540971146,14582.445190986618,,B1
True,raise,To make something bigger or louder.,The manager must raise the budget for the project. | The child was asked to raise her voice.,0.2330961685718442,0.2421867396564652,0.009090571084620996,12204.026644001715,,B1
True,enemy,A person or group that wants to hurt or cause problems for someone else.,The government said the enemy nation is a threat. | He fought the enemy in a brutal fight.,0.23526503834071252,0.25119997491043944,0.015934936569726915,14190.758584998548,,B1
False,unable,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,effort,The dedicated work required to achieve a desired outcome.,The team invested considerable effort to complete the project on time. | He put a lot of effort into maintaining the garden.,0.22969780598161935,0.23607469403707873,0.006376888055459384,12256.010555007379,,B1
True,addition,The process of combining two or more elements to create a new quantity.,The scientist performed a complex addition of data to analyze the results. | The teacher said addition is important in math.,0.23080494443018462,0.24152524512479293,0.010720300694608303,11714.987183004268,,B1
True,board,A space for activities and entertainment.,The children played a difficult game on the board. | The organizer set up the board for the chess tournament.,0.22443550384247138,0.2416224940932535,0.01718699025078213,13207.272777013713,,B1
True,tight,A state of being exceptionally secure or firmly established.,The bolt was very tight to make the connection strong. | The knot was tight and needed a lot of force to work with.,0.23232665927137364,0.24701726436616886,0.014690605094795223,14007.054471992888,,B1
True,shoot,To push or strike with force.,"The soldier bravely started to shoot at the enemy. | She fired the gun wildly, aiming to shoot.",0.23869831732105573,0.24106315664947778,0.002364839328422047,12675.436421995983,,B1
True,basis,A fundamental element or structure within a system.,The legal system uses a complex basis for its operation. | The analysis used a basis to predict market trends.,0.24568541463636887,0.24664280415050213,0.0009573895141332667,13430.386898005963,,B1
True,encourage,To give someone the push to do something.,The teacher will encourage her students to participate in class. | He should encourage his team to do better.,0.22965815381134788,0.2362339614351742,0.006575807623826313,12768.69290501054,,B1
True,better,A situation that’s easier or more helpful.,The treatment was better after the initial diagnosis. | The food was better than the last one.,0.23890603245163244,0.24461189972745914,0.005705867275826698,11511.032270995202,,B1
True,apart,The process of separating into distinct parts or segments.,The team needs to make a formal arrangement apart from the initial discussion. | He decided to stay apart from the gossip about the project.,0.24185719172324496,0.2442299536227388,0.0023727618994938415,12448.330875995453,,B1
True,hire,To get a job or a service with a deal.,The company needs to hire a new employee. | He decided to hire a consultant to help with the project.,0.24305906781668873,0.25295952419028567,0.009900456373596933,12108.569057993009,,B1
True,trick,A way of misleading someone or getting away with something.,The detective used a smart trick to find the culprit. | He used a tricky trick to get the valuable document.,0.22361076996713314,0.24838783875054005,0.024777068783406908,14565.050980003434,,B1
True,prayer,A chance to talk to a friend or loved one and ask for support or a kind word.,He prayed to the heavens. | She prayed for healing.,0.24167898752958394,0.2522891780251572,0.010610190495573268,13822.832406993257,,B1
True,episode,A narrative segment featuring a character or group of characters engaged in a specific situation.,The television series had a good episode about a detective solving a puzzling mystery. | The movie showed a special episode that focused on loss and redemption.,0.2165348022817436,0.21934566325445307,0.002810860972709467,14533.908129000338,,B1
True,flour,"A white powder that helps make things fluffy and creamy, like when you bake.",The baker carefully measured the flour for the cake. | He mixed the flour with water to create a smooth batter.,0.22542260185551313,0.2280821174758839,0.002659515620370756,12782.675487993401,,B1
True,strength,The ability to endure or resist hardship or pressure.,The athlete showed great strength during the competition. | The old building needed a lot of strength to repair.,0.22418403185101368,0.23777018063858923,0.013586148787575553,12980.524978003814,,B1
True,western,A political system that focuses on protecting individual rights and letting the government do less.,The western political movement supported democratic ideas. | The western state adopted a new constitution.,0.21384035555546643,0.23362512725147902,0.019784771696012587,13576.387063003494,,B1
True,editor,A person who puts words together in books or articles.,The talented editor crafted a compelling story. | The editor checked the manuscript before submitting it.,0.2253907584550681,0.23513665647860948,0.009745898023541394,12404.629566997755,,B1
True,version,An improvement or change to a program or item.,The latest version of the operating system has better security. | The developer released a new version of the mobile app.,0.2323657408179712,0.24172421503620137,0.009358474218230162,13053.107917003217,,B1
True,complex,A lot of things working together in a complicated way.,The detective’s investigation was a complex puzzle. | The project’s design is incredibly complex.,0.23402399872921278,0.24228091759556625,0.008256918866353463,12557.371476999833,,B1
True,relaxing,A state of mental ease and calmness.,The patient was trying to relax after a long day at work. | It’s important to relax and unwind after a stressful situation.,0.2460920809056839,0.2460920809056839,0.0,11521.623106003972,,B1
True,remind,To establish a connection or recollection of a past event or information.,Please remind me to call you later. | I need to remind myself to eat my vegetables.,0.23878213246466243,0.23878213246466243,0.0,11065.93954199343,,B1
True,particularly,Something is getting a lot of attention or focus.,The investigation revealed particularly troubling evidence. | He made a particular comment about the situation.,0.21160891604644053,0.22343413252298497,0.011825216476544442,12859.552197987796,,B1
True,eventually,The process will unfold in a gradual manner.,The project will be finished eventually. | We hope to see the results eventually.,0.2462097123973199,0.24854544376991003,0.002335731372590133,10779.79815499566,,B1
False,till,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,lonely,Feeling sad and without company.,The old house felt lonely because it was desolate. | He felt very lonely after losing his job.,0.22178907372736437,0.2400150466232914,0.018225972895927034,14439.176059997408,,B1
True,directly,The act of presenting information without delay or hesitation.,He told the team the news directly. | The evidence was shown directly to the jury.,0.24568175315040938,0.2501527719992704,0.0044710188488610025,12948.07475298876,,B1
True,center,The most important part or point.,The photograph centered the building. | The legal case was focused on the dispute’s center.,0.2367638005494306,0.24903238510922798,0.012268584559797374,13599.959710001713,,B1
True,chain,A collection of items connected to each other.,The construction had a long chain of events. | The detective found a chain of clues.,0.2274223765088911,0.25374974379778054,0.02632736728888943,14044.56768700038,,B1
True,spring,The period when plants grow and flowers appear.,The weather forecast says a beautiful spring. | The birds started singing in the spring.,0.24461247612558445,0.25146858588415294,0.006856109758568485,12888.339012002689,,B1
True,musical,A recording of sounds that make you feel a certain way – happy or sad.,The orchestra played a beautiful musical performance. | The singer’s voice made a musical melody.,0.22459946960462548,0.23941124190302418,0.014811772298398695,14619.193937003729,,B1
True,indicate,To point out or show something exactly.,The police are indicating suspicious behavior. | The report clearly indicates a need for improvement.,0.21950291666614144,0.22786738797424044,0.008364471308099003,11929.485544009367,,B1
True,view,To look closely at something.,The photographer looked at the scene from a wide view. | He tried to get a detailed view of the ancient ruins.,0.23247980244143232,0.24580096703836296,0.01332116459693064,12708.54592100659,,B1
True,magic,A really special ability that can make things happen and be amazing.,The wizard used magic to fix the broken castle. | The children thought magic was very powerful in their games.,0.21273547718321453,0.23253334771951817,0.019797870536303636,14264.916896005161,,B1
True,pack,To put things in a box or container.,The delivery driver carefully packed the packages onto the truck. | She had to pack her things into a small bag to fit it in the hotel.,0.23910893188349383,0.2537634895647225,0.01465455768122867,14699.919505001162,,B1
False,balance,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B1
True,stuff,A collection of various items.,The old man collected a lot of old stuff. | He was struggling with a lot of stuff.,0.24878233521845172,0.2638593026713045,0.015076967452852752,13084.466498999973,,B1
True,spicy,"A strong, noticeable flavor.",The chili peppers in the stew were very spicy. | He likes a dish with a very spicy kick.,0.22261080752404583,0.23879890718546948,0.01618809966142365,13902.293078004732,,B1
True,smooth,A consistent and easy movement.,The river flowed with a smooth current. | The fabric felt very smooth on my skin.,0.22463599905284268,0.23627696387086108,0.011640964818018407,13364.84142599511,,B1
True,challenge,A tough problem or task that needs working hard.,The project posed a big challenge to the team. | He had a difficult moral challenge in the story.,0.23426299162677292,0.25097618462790516,0.016713193001132248,14248.697407994769,,B1
True,battle,A struggle with strong feelings or disagreements.,The soldiers engaged in a fierce battle for control of the city. | A big battle raged across the plains.,0.22849020948593304,0.23343709122589407,0.004946881739961023,12312.043116995483,,B1
True,local,"A designated area within a larger system, often with specific characteristics.",The network’s design is highly localized to improve performance. | The historian looked at local documents for that area.,0.2335970482094288,0.24276876017714177,0.009171711967712964,11868.440558988368,,B1
True,hurry,To move quickly and with haste.,"The train is late, so we must hurry. | He must hurry to finish the project on time.",0.24893025374299457,0.25339229414531017,0.004462040402315598,12984.472619005828,,B1
True,component,A key part that makes up a bigger whole.,The engine is a key component of the vehicle. | The software uses many components to work well.,0.21348735651774345,0.2329910656830533,0.019503709165309857,13591.661147991545,,B2
True,feather,"A light, soft piece of a bird's body.","The dancer moved gracefully, catching a beautiful feather. | The old man brushed the old feather on his face.",0.2192287377895088,0.22825013910021588,0.009021401310707083,14588.775023003109,,B2
True,division,The process of separating into smaller parts.,The team finished the complicated task of division. | The economist studied the data’s division.,0.22908333432819475,0.23300605784372955,0.003922723515534798,12521.591783995973,,B2
True,diverse,"A collection of different types, colors, or qualities.",The community is growing increasingly diverse. | The artwork showcased a truly diverse range of styles.,0.2240607430182615,0.2240607430182615,0.0,10210.16829799919,,B2
True,robbery,"A criminal act involving the theft of valuable items, often involving violence and deception.",The police investigated a robbery at the bank. | A skilled thief attempted a complex robbery to escape capture.,0.215210660884582,0.2239793592456095,0.008768698361027505,12043.76258100092,,B2
True,participation,The act of contributing to a group or activity.,The student’s active participation was important. | The team’s effective collaboration fostered a strong sense of participation.,0.24210632633480103,0.24418825365085806,0.002081927316057025,12073.70974800142,,B2
True,crash,A big problem that happens quickly.,The car crashed on the highway. | The building crashed during the earthquake.,0.2224836765740814,0.24046856705045203,0.017984890476370613,13771.322077998775,,B2
True,obey,To follow a rule or command without question.,The soldier obeyed the orders without hesitation. | She carefully obeys the teacher's instructions.,0.22580496734371616,0.22902627414145127,0.0032213067977351073,11723.513491990161,,B2
True,discourage,To let something not happen.,The manager must discourage employees from gossiping. | It’s important to discourage the practice of lying.,0.2364443576234573,0.24315415949695585,0.006709801873498539,11450.065055003506,,B2
True,gaming,A fun pastime using computers and thinking carefully.,The young player is very focused on the latest video gaming. | He enjoys playing games and exploring virtual worlds.,0.22209927135487062,0.23853082252115496,0.016431551166284336,14227.21808499773,,B2
True,placement,The act of arranging or positioning something in a specific location.,The architect carefully adjusted the placement of the statue. | The company needs to find a better placement for the new product.,0.2347524067386094,0.2347524067386094,0.0,10755.445697999676,,B2
False,feed,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,B2
True,bug,A tiny insect that causes problems for plants.,The farmer was worried about a big bug. | A storm caused a bug to cause a lot of damage.,0.23309183859330507,0.2505313394532141,0.01743950085990903,14088.369595003314,,B2
True,ownership,The legal right to possess and control a tangible item or property.,The company secured complete ownership of the land. | The artist wanted ownership of the original artwork.,0.2528338727294195,0.2549329538443276,0.002099081114908141,11364.485275989864,,B2
True,screening,Checking to see if something is suitable.,The screening was thorough to find potential threats. | The medical screening showed a genetic predisposition to disease.,0.22475753997022987,0.24123443996999014,0.016476899999760264,14610.770828992827,,B2
True,cliff,"A steep part of the land, like a drop.",The hikers carefully went around the dangerous cliff. | The old woman looked at the big cliff.,0.2215691134502047,0.24411399922939436,0.022544885779189672,14209.826612990582,,B2
True,awkward,A slightly nervous or confused feeling.,"The conversation felt very awkward after years of silence. | The performance was incredibly awkward, lacking the finesse expected.",0.2235175043113237,0.22669695392932243,0.0031794496179987364,13368.347095005447,,B2
True,tunnel,A secret path under the ground.,The construction crew built a long tunnel beneath the old bridge. | He made a tunnel to hide his valuables.,0.23197325505372066,0.2415010783988751,0.009527823345154451,12380.535407006391,,B2
True,rubber,"A stretchy, strong material for many things.",The mechanic used the rubber to fix the tire. | The children played with the old rubber ball.,0.23494039656942037,0.23920279643512896,0.004262399865708588,12526.719443994807,,B2
True,adequately,The term means you’ve done a good job and everything is right.,The report was presented adequately to the board. | The service was adequately completed within the allotted time.,0.22635487228384168,0.236386596872302,0.010031724588460328,12316.777423009626,,B2
True,circuit,"A way of connecting things that work together, using electricity or data.",The electrical circuit provided power to the entire building. | The mechanical circuit helped the gears move in the machine.,0.21998627633382573,0.23267674369413813,0.012690467360312402,14988.301717996364,,B2
True,exploration,Looking closely and figuring things out.,The scientists conducted a thorough exploration of the ancient ruins. | The pilot initiated a complex exploration of the aerial terrain.,0.2317489488955622,0.23860851367311717,0.006859564777554977,11842.35099000216,,B2
