id,source_audio_path,en_source_text,vi_translation,cefr_level,unit_type,structure,function,grammar_points,match_count,collection_id,no_conflict_match_count,matching_ids
sent_2312,5QFYjqDs43g_sentence_011.wav,Interested.,Thú vị.,A2,word,,,adjective,11,col_2404,3,sent_3141|sent_3512|sent_3786|sent_4140|sent_4308|sent_4921|sent_4997|sent_6941|sent_7300|sent_10280|sent_10290
sent_2313,90ycpyNEHgc_sentence_816.wav,Join.,Tham gia.,A1,word,,,verb,12,col_2444,3,sent_4217|sent_5136|sent_5705|sent_6234|sent_6507|sent_6552|sent_7894|sent_8623|sent_8923|sent_9723|sent_10207|sent_10298
sent_2315,Rge4X4FC1fc_sentence_117.wav,Notice.,Để ý.,A1,word,,,verb,12,col_2450,3,sent_3621|sent_4058|sent_4059|sent_4162|sent_4240|sent_7527|sent_7549|sent_7795|sent_9113|sent_9256|sent_10150|sent_10223
sent_2316,28wOHb8a6F4_sentence_497.wav,Part.,Phần.,A1,word,,,noun,12,col_2447,3,sent_7029|sent_7367|sent_7393|sent_7457|sent_8032|sent_8492|sent_8574|sent_8812|sent_8881|sent_9236|sent_9422|sent_9980
sent_2317,Rge4X4FC1fc_sentence_372.wav,Smoke.,Khói.,A1,word,,,verb,11,col_2405,3,sent_2992|sent_4034|sent_4239|sent_4255|sent_4454|sent_5173|sent_5906|sent_5942|sent_8267|sent_8636|sent_9630
sent_2319,0ZSnWMoz0pY_sentence_411.wav,Solve.,Gỡ rối.,A1,word,,,verb,12,col_2457,3,sent_4155|sent_5374|sent_5456|sent_5764|sent_6117|sent_6215|sent_6368|sent_8114|sent_9004|sent_9137|sent_9771|sent_9882
sent_2320,73xazK1Llhw_sentence_461.wav,Surprising.,Thật bất ngờ.,A2,word,,,adjective,11,col_2406,3,sent_4092|sent_5821|sent_6018|sent_7455|sent_8714|sent_9093|sent_9207|sent_9265|sent_9288|sent_9575|sent_10261
sent_2322,rRE4l40V9rQ_sentence_164.wav,Arm.,Cánh tay.,A1,word,,,noun|verb,11,col_2393,3,sent_3750|sent_4148|sent_4547|sent_5361|sent_5514|sent_5522|sent_6758|sent_6827|sent_7386|sent_8102|sent_8505
sent_2323,kG1FsEsNE90_sentence_059.wav,Enjoy.,Thưởng thức.,A1,word,,,verb,12,col_2479,3,sent_2998|sent_3290|sent_3832|sent_3954|sent_4181|sent_4182|sent_4525|sent_6643|sent_6834|sent_6978|sent_8300|sent_9948
sent_2324,-xuEvpBrgTE_sentence_439.wav,Fast.,Nhanh.,A1,word,,,adjective,12,col_2478,3,sent_4116|sent_4550|sent_5363|sent_5932|sent_8019|sent_8057|sent_8914|sent_9021|sent_9088|sent_9340|sent_10179|sent_10296
sent_2326,0ZSnWMoz0pY_sentence_460.wav,Simple.,Đơn giản.,A1,word,,,adjective,12,col_2475,3,sent_3395|sent_4376|sent_4377|sent_4803|sent_5813|sent_7272|sent_7325|sent_7667|sent_7672|sent_9423|sent_9612|sent_10062
sent_2327,PdQfA-Fhcmk_sentence_350.wav,Smell.,Mùi.,A1,word,,,verb,12,col_2474,3,sent_3083|sent_3157|sent_3609|sent_4255|sent_5651|sent_6243|sent_6675|sent_6965|sent_7084|sent_7481|sent_8267|sent_8772
sent_2331,-xuEvpBrgTE_sentence_377.wav,Even.,Thậm chí.,A1,word,,,adverb,12,col_2468,3,sent_4850|sent_6606|sent_6701|sent_6702|sent_8395|sent_8396|sent_8600|sent_9038|sent_9962|sent_10032|sent_10203|sent_10299
sent_2332,eklfrJkH6xw_sentence_911.wav,Foot.,Chân.,A1,word,,,noun,12,col_2467,3,sent_5053|sent_5482|sent_6646|sent_6850|sent_6868|sent_7014|sent_7687|sent_8996|sent_9066|sent_9091|sent_9315|sent_10013
sent_2334,flLkzTtdkNM_sentence_413.wav,Sentence.,Câu.,A1,word,,,noun,12,col_2472,3,sent_4484|sent_4803|sent_4830|sent_4831|sent_4928|sent_5458|sent_5842|sent_6341|sent_7649|sent_8766|sent_9430|sent_9923
sent_2335,RTQzXWhlRFM_sentence_518.wav,Sing.,Hát.,A1,word,,,verb,11,col_2429,3,sent_3251|sent_3748|sent_3818|sent_4320|sent_4581|sent_5663|sent_5746|sent_6839|sent_8725|sent_8916|sent_10258
sent_2338,flLkzTtdkNM_sentence_683.wav,Across.,Sang.,A1,word,,,preposition,12,col_2470,3,sent_4051|sent_5508|sent_6949|sent_7080|sent_7304|sent_7526|sent_7647|sent_7665|sent_8238|sent_8592|sent_9135|sent_9887
sent_2339,FiivHZZEXCU_sentence_217.wav,Singing.,Hát.,A1,word,,,noun,12,col_2471,3,sent_3251|sent_3748|sent_3818|sent_4320|sent_4581|sent_5663|sent_5746|sent_6552|sent_6839|sent_8725|sent_8916|sent_10258
sent_2342,_0J3v14ZjW4_sentence_349.wav,Garden.,Vườn.,A1,word,,,noun,13,col_2499,3,sent_2825|sent_4235|sent_5422|sent_6292|sent_6381|sent_6386|sent_8143|sent_8627|sent_8799|sent_9002|sent_9426|sent_9516|sent_10370
sent_2343,1CxAyEHcKHE_sentence_440.wav,Teaching.,Giảng dạy.,A1,word,,,noun,12,col_2477,3,sent_5163|sent_6020|sent_6500|sent_6621|sent_6762|sent_6877|sent_6958|sent_7984|sent_8321|sent_8956|sent_9627|sent_9985
sent_2344,OtMigTGv7io_sentence_372_seg_00.wav,Brother.,Anh trai.,A1,word,,,noun,13,col_2516,3,sent_4441|sent_5860|sent_5861|sent_6280|sent_6348|sent_6603|sent_6652|sent_6807|sent_7294|sent_8236|sent_8672|sent_9166|sent_9300
sent_2346,7kahh2YZLLY_sentence_618.wav,Expect.,Trông chờ.,A1,word,,,verb,13,col_2508,3,sent_4501|sent_4869|sent_6976|sent_6979|sent_7238|sent_7515|sent_8301|sent_8838|sent_9291|sent_9341|sent_9979|sent_10087|sent_10257
sent_2348,FBB4oj5xIIQ_sentence_984.wav,Light.,Ánh sáng.,A1,word,,,noun,13,col_2486,3,sent_3438|sent_5076|sent_5100|sent_5662|sent_7002|sent_7401|sent_7618|sent_8554|sent_8644|sent_8770|sent_8988|sent_9722|sent_10245
sent_2349,YOu7_dnpQb0_sentence_172.wav,List.,Danh sách.,A2,word,,,verb,13,col_2485,3,sent_4819|sent_5606|sent_5794|sent_6412|sent_7314|sent_8105|sent_8540|sent_8553|sent_9109|sent_9354|sent_9440|sent_9785|sent_10140
sent_2350,5QFYjqDs43g_sentence_731.wav,Listen.,Nghe.,A1,word,,,verb|present_simple,13,col_2483,3,sent_3123|sent_3491|sent_3498|sent_4613|sent_5174|sent_5207|sent_5635|sent_5841|sent_5995|sent_7189|sent_9987|sent_10277|sent_10312
sent_2351,RTQzXWhlRFM_sentence_1026.wav,Music.,Âm nhạc.,A1,word,,,noun,13,col_2488,3,sent_3153|sent_3303|sent_3551|sent_4140|sent_5207|sent_5602|sent_5611|sent_5857|sent_7458|sent_7842|sent_8204|sent_9480|sent_9908
sent_2352,1Hk4z0OkyyM_sentence_1058.wav,Pain.,Nỗi đau.,A1,word,,,noun,13,col_2497,3,sent_3368|sent_3423|sent_4972|sent_6161|sent_6164|sent_6316|sent_6716|sent_7013|sent_7014|sent_7015|sent_8184|sent_8443|sent_10048
sent_2353,vqMjAXiY44g_sentence_143.wav,Street.,Đường phố.,A1,word,,,noun,13,col_2490,3,sent_7080|sent_7304|sent_7389|sent_7526|sent_7665|sent_7666|sent_7901|sent_8592|sent_8676|sent_9135|sent_9552|sent_10002|sent_10245
sent_2354,7kahh2YZLLY_sentence_147.wav,Expensive.,Đắt.,A1,word,,,adjective,13,col_2517,3,sent_2840|sent_3921|sent_4788|sent_4823|sent_4833|sent_4834|sent_5958|sent_8261|sent_9341|sent_9765|sent_9837|sent_10263|sent_10286
sent_2355,-qyZgVdUmgI_sentence_380.wav,Famous.,Nổi tiếng.,A1,word,,,adjective,13,col_2503,3,sent_4598|sent_4639|sent_5318|sent_5330|sent_6085|sent_7361|sent_8065|sent_9678|sent_9694|sent_9748|sent_9776|sent_9799|sent_10343
sent_2357,FMZvsN1t13I_sentence_317.wav,Shop.,Cửa hàng.,A1,word,,,verb,12,col_2465,3,sent_3858|sent_4193|sent_4352|sent_4835|sent_4973|sent_7610|sent_8163|sent_8338|sent_8340|sent_8948|sent_9812|sent_10268
sent_2358,Rge4X4FC1fc_sentence_467.wav,Travel.,Du lịch.,A1,word,,,verb,13,col_2504,3,sent_4048|sent_4271|sent_6025|sent_6633|sent_6904|sent_6978|sent_7308|sent_7317|sent_8508|sent_8829|sent_9511|sent_9641|sent_10059
sent_2359,eklfrJkH6xw_sentence_013.wav,Build.,Xây dựng.,A1,word,,,verb,12,col_2473,3,sent_5503|sent_7539|sent_8019|sent_8074|sent_8091|sent_8720|sent_9122|sent_9124|sent_9268|sent_9409|sent_9451|sent_9529
sent_2361,7CmrrThEX3E_sentence_324.wav,Cut.,Cắt.,A1,word,,,verb,13,col_2501,3,sent_3205|sent_3831|sent_5144|sent_5947|sent_6429|sent_6735|sent_6914|sent_7688|sent_7858|sent_8085|sent_9185|sent_9418|sent_9697
sent_2362,OtMigTGv7io_sentence_339.wav,Mine.,Của tôi.,A1,word,,,pronoun,13,col_2502,3,sent_3591|sent_3610|sent_4067|sent_4096|sent_4392|sent_5409|sent_6043|sent_6566|sent_6668|sent_6781|sent_7413|sent_8205|sent_9825
sent_2363,dvmlHiHdqSs_sentence_501.wav,Trust.,Lòng tin.,A1,word,,,verb,13,col_2509,3,sent_3323|sent_4050|sent_4259|sent_4508|sent_4610|sent_5041|sent_5568|sent_5569|sent_6560|sent_7194|sent_7933|sent_8296|sent_8527
sent_2364,7kahh2YZLLY_sentence_285.wav,Both.,Cả hai.,A1,word,,,determiner,13,col_2510,3,sent_3113|sent_3575|sent_3799|sent_5303|sent_5445|sent_6352|sent_6603|sent_7595|sent_8782|sent_9052|sent_9129|sent_9315|sent_9547
sent_2367,UTFpMaHxHxI_sentence_938.wav,Subject.,Chủ thể.,A2,word,,,noun,13,col_2512,3,sent_3402|sent_3685|sent_4449|sent_4475|sent_4478|sent_6602|sent_7088|sent_8016|sent_8585|sent_8874|sent_9175|sent_9555|sent_10242
sent_2368,FGBLtAJdMqE_sentence_590.wav,Hold.,Giữ.,A1,word,,,verb,13,col_2513,3,sent_4487|sent_4547|sent_4701|sent_5444|sent_5445|sent_6397|sent_6887|sent_6919|sent_7333|sent_8179|sent_9831|sent_9938|sent_10004
sent_2370,08jDwfm9LcA_sentence_578.wav,Sent.,Gửi.,A1,word,,,verb,13,col_2515,3,sent_3443|sent_4283|sent_5369|sent_5936|sent_6564|sent_6835|sent_7293|sent_7351|sent_7450|sent_9211|sent_9581|sent_9787|sent_10357
sent_2372,FGBLtAJdMqE_sentence_998.wav,Clothes.,Quần áo.,A1,word,,,noun,14,col_2521,3,sent_4510|sent_4628|sent_4756|sent_5429|sent_5430|sent_5431|sent_5588|sent_6001|sent_6002|sent_7617|sent_7699|sent_8561|sent_8614|sent_9755
sent_2373,7kahh2YZLLY_sentence_649.wav,Impossible.,Không thể nào.,A1,word,,,adjective,14,col_2522,3,sent_3032|sent_3036|sent_3321|sent_4385|sent_5443|sent_5814|sent_7193|sent_7230|sent_7892|sent_9284|sent_9670|sent_9760|sent_9809|sent_10317
sent_2374,cizzwQ1_EDM_sentence_345.wav,Offer.,Lời đề nghị.,A1,word,,,verb,14,col_2523,3,sent_3197|sent_4517|sent_5894|sent_6406|sent_6823|sent_7153|sent_7763|sent_7868|sent_7970|sent_8402|sent_8674|sent_8695|sent_10185|sent_10297
sent_2375,90ycpyNEHgc_sentence_165.wav,Product.,Sản phẩm.,A2,word,,,noun,14,col_2524,3,sent_4774|sent_4815|sent_5228|sent_5800|sent_6321|sent_6408|sent_7548|sent_7796|sent_8507|sent_8713|sent_9191|sent_9415|sent_9488|sent_9494
sent_2376,Sov_ub_y3VM_sentence_557.wav,Surprise.,Sự ngạc nhiên.,A1,word,,,verb,13,col_2492,3,sent_3642|sent_3643|sent_4092|sent_5567|sent_6018|sent_7455|sent_8714|sent_8826|sent_9093|sent_9207|sent_9265|sent_10189|sent_10261
sent_2379,cizzwQ1_EDM_sentence_417.wav,Attention.,Chú ý.,A1,word,,,noun,13,col_2484,3,sent_4104|sent_4826|sent_5848|sent_5899|sent_6542|sent_6848|sent_7790|sent_7986|sent_8087|sent_8181|sent_8498|sent_9298|sent_9916
sent_2380,1Hk4z0OkyyM_sentence_715.wav,Clock.,Cái đồng hồ.,A1,word,,,noun,13,col_2487,3,sent_3361|sent_3390|sent_3963|sent_4127|sent_5708|sent_6344|sent_6365|sent_7066|sent_9531|sent_9726|sent_9995|sent_10216|sent_10255
sent_2385,7kahh2YZLLY_sentence_393.wav,Machine.,Máy móc.,A2,word,,,noun,14,col_2531,3,sent_3602|sent_3716|sent_4314|sent_4704|sent_4957|sent_5500|sent_6150|sent_6314|sent_7041|sent_7149|sent_8022|sent_8265|sent_8816|sent_10228
sent_2387,gPNgMoikiVo_sentence_019.wav,Result.,Kết quả.,A1,word,,,noun,13,col_2493,3,sent_3451|sent_4948|sent_5091|sent_5147|sent_5365|sent_7595|sent_7596|sent_8207|sent_8626|sent_9095|sent_9174|sent_9715|sent_9949
sent_2392,PdQfA-Fhcmk_sentence_059.wav,Map.,Bản đồ.,A1,word,,,noun|verb,14,col_2519,3,sent_3209|sent_5763|sent_6069|sent_6469|sent_6488|sent_6629|sent_7046|sent_7147|sent_7288|sent_8055|sent_8716|sent_8886|sent_9008|sent_9839
sent_2395,eRiQnLoDEqA_sentence_147.wav,Send.,Gửi.,A1,word,,,verb,13,col_2494,3,sent_3443|sent_4283|sent_5369|sent_5936|sent_6564|sent_6835|sent_7293|sent_7351|sent_7450|sent_9211|sent_9581|sent_9787|sent_10357
sent_2396,RTQzXWhlRFM_sentence_1066.wav,Truth.,Sự thật.,A1,word,,,noun,14,col_2549,3,sent_3751|sent_5646|sent_6555|sent_7681|sent_7757|sent_8153|sent_8383|sent_8468|sent_9388|sent_9420|sent_9501|sent_9657|sent_10177|sent_10295
sent_2397,5QFYjqDs43g_sentence_470.wav,Until.,Cho đến khi.,A1,word,,,preposition,13,col_2489,3,sent_3621|sent_5688|sent_6993|sent_7019|sent_7134|sent_7527|sent_8704|sent_9215|sent_9452|sent_9947|sent_10096|sent_10245|sent_10255
sent_2398,5sDjW_dZj08_sentence_312.wav,Picture.,Hình ảnh.,A1,word,,,verb,14,col_2551,3,sent_3724|sent_4423|sent_4645|sent_5113|sent_5364|sent_5687|sent_5950|sent_6504|sent_7733|sent_7978|sent_7994|sent_9012|sent_9180|sent_10141
sent_2399,7CmrrThEX3E_sentence_222.wav,Quit.,Từ bỏ.,A1,word,,,verb,14,col_2547,3,sent_3747|sent_4251|sent_5634|sent_5774|sent_5808|sent_6830|sent_7110|sent_7890|sent_8029|sent_8150|sent_10117|sent_10171|sent_10191|sent_10262
sent_2400,90ycpyNEHgc_sentence_472.wav,Tonight.,Tối nay.,A1,word,,,adverb,14,col_2546,3,sent_3120|sent_3565|sent_3824|sent_4381|sent_4952|sent_5032|sent_5112|sent_5517|sent_5727|sent_6963|sent_7202|sent_7224|sent_9232|sent_10298
sent_2401,-xuEvpBrgTE_sentence_285.wav,Excuse.,Thứ lỗi.,A1,word,,,verb,14,col_2545,3,sent_3909|sent_3910|sent_5231|sent_5232|sent_5233|sent_6233|sent_6707|sent_6708|sent_6709|sent_6710|sent_6876|sent_8055|sent_8056|sent_9041
sent_2407,0sq7LD45Kmg_sentence_231.wav,Painting.,Bức vẽ.,A1,word,,,noun,15,col_2569,3,sent_3363|sent_3724|sent_4475|sent_4571|sent_4720|sent_4823|sent_5424|sent_5873|sent_7583|sent_7604|sent_8106|sent_9244|sent_10187|sent_10221|sent_10279
sent_2409,bET0qG-efMk_sentence_760.wav,Stress.,Nhấn mạnh.,A1,word,,,noun|verb,14,col_2540,3,sent_4014|sent_6884|sent_7425|sent_7783|sent_8374|sent_8642|sent_8730|sent_9390|sent_9391|sent_9814|sent_9950|sent_10080|sent_10116|sent_10127
sent_2411,EFN11jAjXEM_sentence_299.wav,Team.,Đội.,A1,word,,,noun,15,col_2578,3,sent_4032|sent_5393|sent_6475|sent_6571|sent_6800|sent_7624|sent_7631|sent_7770|sent_7808|sent_8123|sent_8237|sent_8822|sent_8825|sent_9416|sent_9980
sent_2412,eRiQnLoDEqA_sentence_559.wav,Tree.,Cây.,A1,word,,,noun,15,col_2573,3,sent_4414|sent_4668|sent_5020|sent_5117|sent_5236|sent_5258|sent_6204|sent_6481|sent_6735|sent_8146|sent_8860|sent_9360|sent_9530|sent_9841|sent_10131
sent_2420,Wr1fGBgD97U_sentence_792.wav,Sense.,Giác quan.,A1,word,,,noun|verb,14,col_2544,3,sent_4827|sent_4830|sent_5209|sent_5306|sent_5307|sent_6173|sent_6675|sent_7481|sent_7729|sent_8459|sent_9143|sent_9923|sent_10079|sent_10107
sent_2422,5QFYjqDs43g_sentence_069.wav,Speech.,Bài phát biểu,A1,word,,,noun,15,col_2560,3,sent_3957|sent_3959|sent_4104|sent_4183|sent_4217|sent_5676|sent_6112|sent_6737|sent_7522|sent_7787|sent_8070|sent_8188|sent_8247|sent_9115|sent_9932
sent_2424,1Hk4z0OkyyM_sentence_516.wav,True.,ĐÚNG VẬY.,A1,word,,,adjective,15,col_2553,3,sent_4109|sent_4462|sent_5072|sent_5513|sent_6712|sent_6957|sent_6990|sent_7036|sent_7234|sent_7506|sent_7509|sent_7605|sent_8334|sent_9481|sent_10248
sent_2425,Sov_ub_y3VM_sentence_312.wav,Same.,Như nhau.,A1,word,,,adjective,15,col_2554,3,sent_4506|sent_4759|sent_5210|sent_6245|sent_6363|sent_6881|sent_7028|sent_7772|sent_7774|sent_9621|sent_9626|sent_9728|sent_9793|sent_9851|sent_9884
sent_2426,ihK-SbRzvOk_sentence_054.wav,Swim.,Bơi.,A1,word,,,verb,14,col_2538,3,sent_3055|sent_3889|sent_5508|sent_5780|sent_5803|sent_6348|sent_6949|sent_6958|sent_7883|sent_8238|sent_8447|sent_8461|sent_9355|sent_10190
sent_2427,5sDjW_dZj08_sentence_812.wav,Usually.,Thường xuyên.,A2,word,,,adverb,15,col_2555,3,sent_4587|sent_4620|sent_5070|sent_5550|sent_5661|sent_5662|sent_5663|sent_6850|sent_7847|sent_8165|sent_8796|sent_8905|sent_9319|sent_9506|sent_9532
sent_2428,be6gMVMz48c_sentence_097.wav,Chance.,Cơ hội.,A1,word,,,noun,14,col_2539,3,sent_4230|sent_5135|sent_5575|sent_5912|sent_6391|sent_6715|sent_7004|sent_7820|sent_8098|sent_8883|sent_8884|sent_9607|sent_9888|sent_10132
sent_2433,H8V-qX2PKdA_sentence_550.wav,Almost.,Hầu hết.,A1,word,,,adverb,15,col_2561,3,sent_3075|sent_4379|sent_4672|sent_4911|sent_5077|sent_5599|sent_6143|sent_6231|sent_6357|sent_8079|sent_8758|sent_8779|sent_9076|sent_9170|sent_10156
sent_2436,-qyZgVdUmgI_sentence_045.wav,Hair.,Tóc.,A1,word,,,noun,16,col_2596,3,sent_3486|sent_3497|sent_3793|sent_3975|sent_4077|sent_5993|sent_6747|sent_6914|sent_7075|sent_7394|sent_7858|sent_7916|sent_8173|sent_8513|sent_8965|sent_9637
sent_2437,7kahh2YZLLY_sentence_348.wav,Hurt.,Đau.,A1,word,,,verb,16,col_2597,3,sent_3043|sent_3421|sent_3750|sent_4367|sent_4458|sent_5185|sent_5879|sent_6622|sent_6674|sent_6945|sent_7359|sent_8175|sent_8515|sent_9960|sent_10144|sent_10320
sent_2439,DctCSmHYCWc_sentence_523.wav,River.,Dòng sông.,A1,word,,,noun,16,col_2599,3,sent_4130|sent_5508|sent_5524|sent_6177|sent_6178|sent_6179|sent_6371|sent_6949|sent_7593|sent_7703|sent_7836|sent_8238|sent_8735|sent_8787|sent_8839|sent_9188
sent_2441,hhyViRq9AgI_sentence_808.wav,Afraid.,Sợ.,A2,word,,,adjective,16,col_2600,3,sent_3331|sent_3332|sent_3775|sent_4016|sent_5083|sent_5594|sent_5721|sent_6676|sent_7167|sent_8042|sent_8412|sent_8413|sent_8414|sent_9224|sent_9758|sent_10123
sent_2442,rRE4l40V9rQ_sentence_037.wav,Color.,Màu sắc.,A1,word,,,verb,16,col_2601,3,sent_3928|sent_4446|sent_4447|sent_4448|sent_4503|sent_6249|sent_6256|sent_6287|sent_6660|sent_7604|sent_8825|sent_9572|sent_9765|sent_10030|sent_10221|sent_10279
sent_2443,90ycpyNEHgc_sentence_396.wav,Deserve.,Xứng đáng.,A1,word,,,verb,16,col_2603,3,sent_3202|sent_3203|sent_3204|sent_3941|sent_3946|sent_4521|sent_4825|sent_5024|sent_5025|sent_5650|sent_6627|sent_6703|sent_6739|sent_7390|sent_7910|sent_9533
sent_2444,28wOHb8a6F4_sentence_765.wav,Drive.,Lái xe.,A1,word,,,verb,15,col_2557,3,sent_3050|sent_3829|sent_3953|sent_4178|sent_4524|sent_5917|sent_6028|sent_6086|sent_6722|sent_6865|sent_8079|sent_8576|sent_8914|sent_9021|sent_10249
sent_2445,5sDjW_dZj08_sentence_669.wav,Pass.,Vượt qua.,A1,word,,,verb,16,col_2604,3,sent_3232|sent_4187|sent_4188|sent_4254|sent_6203|sent_6562|sent_7168|sent_7362|sent_7454|sent_7489|sent_8345|sent_8410|sent_8425|sent_8539|sent_9189|sent_9926
sent_2449,E5MtNtVAgBE_sentence_323.wav,Wonder.,Thắc mắc.,A1,word,,,verb,15,col_2570,3,sent_4273|sent_5693|sent_5694|sent_5886|sent_7141|sent_7142|sent_7143|sent_7320|sent_8400|sent_9216|sent_9217|sent_9240|sent_9720|sent_9917|sent_10163
sent_2451,RTQzXWhlRFM_sentence_470.wav,Ago.,Trước kia.,A1,word,,,adverb,16,col_2608,3,sent_5634|sent_5797|sent_5998|sent_6380|sent_7052|sent_7464|sent_7938|sent_7943|sent_8341|sent_8531|sent_8578|sent_8581|sent_8686|sent_9387|sent_10125|sent_10202
sent_2452,_0J3v14ZjW4_sentence_707.wav,Bank.,Ngân hàng.,A1,word,,,noun,16,col_2593,3,sent_3707|sent_4663|sent_5791|sent_5925|sent_6067|sent_6100|sent_6266|sent_7526|sent_7665|sent_8104|sent_8589|sent_8726|sent_9308|sent_9729|sent_9926|sent_10156
sent_2454,Rge4X4FC1fc_sentence_316.wav,Exercise.,Bài tập.,A1,word,,,noun|verb,16,col_2580,3,sent_3860|sent_3955|sent_6547|sent_6728|sent_6997|sent_7358|sent_7492|sent_7927|sent_8492|sent_8510|sent_8567|sent_9243|sent_9698|sent_9950|sent_10121|sent_10260
sent_2456,mOz6lGMKetU_sentence_273.wav,Near.,Gần.,A1,word,,,preposition,16,col_2582,3,sent_3707|sent_3708|sent_4439|sent_4974|sent_4977|sent_5792|sent_5859|sent_6583|sent_6684|sent_6708|sent_7582|sent_8056|sent_9010|sent_9026|sent_9355|sent_9729
sent_2457,UTFpMaHxHxI_sentence_616.wav,Serious.,Nghiêm trọng.,A1,word,,,adjective,16,col_2579,3,sent_2987|sent_4589|sent_4678|sent_4764|sent_5073|sent_5220|sent_5221|sent_5566|sent_6575|sent_6743|sent_7423|sent_7588|sent_9227|sent_9391|sent_9790|sent_9838
sent_2458,mVebDiDUOqA_sentence_277.wav,Wife.,Vợ.,A1,word,,,noun,16,col_2594,3,sent_3422|sent_3695|sent_4107|sent_4108|sent_5442|sent_7017|sent_7316|sent_7317|sent_8208|sent_8419|sent_9049|sent_9101|sent_9116|sent_9778|sent_10251|sent_10310
sent_2459,9MLV1X74KFM_sentence_946.wav,Finally.,"Cuối cùng,.",A1,word,,,adverb,16,col_2583,3,sent_3560|sent_3913|sent_3914|sent_3915|sent_3956|sent_4109|sent_4187|sent_4188|sent_4756|sent_4870|sent_5237|sent_5296|sent_6378|sent_7000|sent_9658|sent_9799
sent_2460,7CmrrThEX3E_sentence_843.wav,Since.,Từ.,A2,word,,,conjunction,16,col_2584,3,sent_4213|sent_4336|sent_5798|sent_5799|sent_7032|sent_7229|sent_7404|sent_7405|sent_7735|sent_8587|sent_8800|sent_9069|sent_9349|sent_9384|sent_9682|sent_9812
sent_2461,VbsNhBfwxf0_sentence_823.wav,Study.,Học.,A1,word,,,verb,16,col_2592,3,sent_3126|sent_3319|sent_3637|sent_4560|sent_4561|sent_5177|sent_5339|sent_5377|sent_5659|sent_5723|sent_5990|sent_6920|sent_6941|sent_8160|sent_8342|sent_9348
sent_2471,5QFYjqDs43g_sentence_799.wav,Police.,Cảnh sát.,A1,word,,,noun,17,col_2619,3,sent_3446|sent_3937|sent_4707|sent_4708|sent_4709|sent_5866|sent_6166|sent_6167|sent_6168|sent_6169|sent_6441|sent_6784|sent_7354|sent_7637|sent_9061|sent_9611|sent_10346
sent_2474,7CmrrThEX3E_sentence_094.wav,Several.,Một số.,A1,word,,,determiner,17,col_2611,3,sent_3974|sent_4261|sent_4762|sent_5012|sent_5776|sent_5778|sent_6950|sent_7365|sent_7531|sent_7776|sent_8505|sent_8658|sent_9755|sent_9985|sent_10063|sent_10184|sent_10280
sent_2475,fXyoyYdUOvc_sentence_437.wav,Treat.,Đối xử.,A1,word,,,verb,17,col_2617,3,sent_3583|sent_4049|sent_5724|sent_6026|sent_6027|sent_6703|sent_6739|sent_7623|sent_7701|sent_8506|sent_8521|sent_8830|sent_8981|sent_9503|sent_9743|sent_10310|sent_10311
sent_2481,UUF4JSG6Ql4_sentence_264_seg_00.wav,Boy.,Con trai.,A1,word,,,noun,18,col_2634,3,sent_3987|sent_6106|sent_6107|sent_6659|sent_6872|sent_7444|sent_7535|sent_7536|sent_8661|sent_8662|sent_9402|sent_9403|sent_9682|sent_9824|sent_9825|sent_9826|sent_10164|sent_10289
sent_2485,yY0BaDXBSbk_sentence_606.wav,Follow.,Theo.,A1,word,,,verb,17,col_2610,3,sent_3051|sent_3397|sent_3769|sent_4091|sent_4237|sent_4484|sent_4486|sent_5039|sent_6341|sent_6550|sent_6605|sent_7862|sent_7920|sent_8577|sent_9088|sent_9262|sent_10002
sent_2488,DctCSmHYCWc_sentence_085.wav,Remember.,Nhớ.,A1,word,,,verb,17,col_2618,3,sent_3266|sent_3977|sent_5175|sent_5637|sent_7191|sent_7983|sent_8257|sent_8265|sent_8293|sent_9544|sent_9740|sent_9791|sent_9907|sent_10096|sent_10146|sent_10199|sent_10202
sent_2491,7kahh2YZLLY_sentence_419.wav,Miss.,Cô.,A1,word,,,verb,17,col_2612,3,sent_3172|sent_3311|sent_3415|sent_4033|sent_4745|sent_4746|sent_5167|sent_5193|sent_6576|sent_6836|sent_6931|sent_7787|sent_8344|sent_8452|sent_8481|sent_9237|sent_9490
sent_2493,FBB4oj5xIIQ_sentence_1111.wav,Situation.,Tình huống.,A1,word,,,noun,19,col_2653,3,sent_2831|sent_3644|sent_4205|sent_4728|sent_4729|sent_4810|sent_5455|sent_5592|sent_6673|sent_7196|sent_7445|sent_7780|sent_7922|sent_7937|sent_7967|sent_8159|sent_8260|sent_9111|sent_9591
sent_2494,FGBLtAJdMqE_sentence_569.wav,Face.,Khuôn mặt.,A1,word,,,verb,19,col_2652,3,sent_3254|sent_3746|sent_4538|sent_4569|sent_4925|sent_5436|sent_5633|sent_6063|sent_6413|sent_6732|sent_6900|sent_7473|sent_9148|sent_9210|sent_9336|sent_9337|sent_9805|sent_9927|sent_10071
sent_2496,FBB4oj5xIIQ_sentence_951.wav,Wrong.,Sai.,A1,word,,,adjective,18,col_2628,3,sent_4957|sent_5042|sent_5048|sent_5056|sent_6223|sent_6241|sent_6699|sent_7226|sent_7235|sent_7657|sent_7934|sent_8182|sent_8523|sent_8777|sent_9154|sent_9475|sent_9808|sent_10141
