audio_file,subtitle
90ycpyNEHgc_sentence_282.wav,Abroad
90ycpyNEHgc_sentence_289.wav,Certainly.
90ycpyNEHgc_sentence_303.wav,That's certainly one possibility.
90ycpyNEHgc_sentence_315.wav,My brother will cook dinner tomorrow.
90ycpyNEHgc_sentence_316.wav,My mom works as a cook at a famous restaurant.
90ycpyNEHgc_sentence_326.wav,I'm losing patience.
90ycpyNEHgc_sentence_330.wav,Effective.
90ycpyNEHgc_sentence_331.wav,It's a simple but effective technique.
90ycpyNEHgc_sentence_336.wav,The new law will be effective from today.
90ycpyNEHgc_sentence_345.wav,Determined.
90ycpyNEHgc_sentence_357.wav,I know where you were yesterday evening.
90ycpyNEHgc_sentence_363.wav,Open.
90ycpyNEHgc_sentence_365.wav,I'd like to open a savings account.
90ycpyNEHgc_sentence_366.wav,"Come in, the door is open."
90ycpyNEHgc_sentence_385.wav,Regarding
90ycpyNEHgc_sentence_396.wav,deserve.
90ycpyNEHgc_sentence_407.wav,Mother
90ycpyNEHgc_sentence_420.wav,Can you reach the ceiling?
90ycpyNEHgc_sentence_431.wav,Most car accidents happen because drivers don't pay attention.
90ycpyNEHgc_sentence_435.wav,Review
90ycpyNEHgc_sentence_449.wav,The terms of the contract are under review.
90ycpyNEHgc_sentence_450.wav,Sharing.
90ycpyNEHgc_sentence_469.wav,He will certainly die if you don't call a doctor.
90ycpyNEHgc_sentence_472.wav,Tonight.
90ycpyNEHgc_sentence_474.wav,"It's cold tonight, isn't it?"
90ycpyNEHgc_sentence_475.wav,Come and see me tonight.
90ycpyNEHgc_sentence_476.wav,Are you attend?
90ycpyNEHgc_sentence_481.wav,She tried to persuade him to attend the meeting.
90ycpyNEHgc_sentence_502.wav,Waste.
90ycpyNEHgc_sentence_505.wav,It's just a waste of time.
90ycpyNEHgc_sentence_511.wav,I don't want to waste your time.
90ycpyNEHgc_sentence_514.wav,You'll have to do it whether you like it or not.
90ycpyNEHgc_sentence_515.wav,"I don't know whether I can do it or not, but I'll try."
90ycpyNEHgc_sentence_535.wav,Pair.
90ycpyNEHgc_sentence_538.wav,I need a new pair of shoes.
90ycpyNEHgc_sentence_539.wav,I bought a new pair of glasses.
90ycpyNEHgc_sentence_540.wav,Unemployed.
90ycpyNEHgc_sentence_546.wav,He is currently unemployed.
90ycpyNEHgc_sentence_566.wav,I have some questions regarding this matter.
90ycpyNEHgc_sentence_574.wav,I apologize if I hurt your feelings.
90ycpyNEHgc_sentence_576.wav,My tooth hurts a lot.
90ycpyNEHgc_sentence_582.wav,You're hurting my arm.
90ycpyNEHgc_sentence_585.wav,Wild
90ycpyNEHgc_sentence_586.wav,I like wildflowers.
90ycpyNEHgc_sentence_593.wav,Explain.
90ycpyNEHgc_sentence_598.wav,Can you explain your answer?
90ycpyNEHgc_sentence_600.wav,Earn.
90ycpyNEHgc_sentence_607.wav,confident.
90ycpyNEHgc_sentence_609.wav,She gave me a confident smile.
90ycpyNEHgc_sentence_614.wav,"However,"
90ycpyNEHgc_sentence_617.wav,"She was tired, however, she tried to finish the work."
90ycpyNEHgc_sentence_629.wav,Staff performance is reviewed annually.
90ycpyNEHgc_sentence_638.wav,Introduce.
90ycpyNEHgc_sentence_640.wav,Allow me to introduce myself.
90ycpyNEHgc_sentence_641.wav,"Stand up and introduce yourself, please."
90ycpyNEHgc_sentence_648.wav,It was much better than I'd expected.
90ycpyNEHgc_sentence_649.wav,Information
90ycpyNEHgc_sentence_651.wav,"For further information, please contact us."
90ycpyNEHgc_sentence_657.wav,This information is strictly confidential.
90ycpyNEHgc_sentence_658.wav,Break.
90ycpyNEHgc_sentence_661.wav,Let's take a ten minute break.
90ycpyNEHgc_sentence_669.wav,Spend
90ycpyNEHgc_sentence_677.wav,We're spending too much money.
90ycpyNEHgc_sentence_678.wav,I spent a week in the hospital.
90ycpyNEHgc_sentence_679.wav,How do you spend your free time?
90ycpyNEHgc_sentence_680.wav,Complete.
90ycpyNEHgc_sentence_684.wav,Have you already completed this task?
90ycpyNEHgc_sentence_692.wav,Is anyone else excited about this?
90ycpyNEHgc_sentence_736.wav,Finally.
90ycpyNEHgc_sentence_739.wav,"Finally, I found a job."
90ycpyNEHgc_sentence_741.wav,dramatically.
90ycpyNEHgc_sentence_752.wav,The situation has changed dramatically.
90ycpyNEHgc_sentence_753.wav,the cost of living increased dramatically.
90ycpyNEHgc_sentence_754.wav,Keep.
90ycpyNEHgc_sentence_755.wav,Keep your room clean.
90ycpyNEHgc_sentence_756.wav,How long can I keep this book?
90ycpyNEHgc_sentence_768.wav,The building was heavily damaged by fire.
90ycpyNEHgc_sentence_771.wav,The children ran up the stairs.
90ycpyNEHgc_sentence_778.wav,There used to be a store right here.
90ycpyNEHgc_sentence_783.wav,Sound
90ycpyNEHgc_sentence_784.wav,She heard the sound of footsteps outside.
90ycpyNEHgc_sentence_798.wav,Above
90ycpyNEHgc_sentence_805.wav,Visit
90ycpyNEHgc_sentence_806.wav,My dream is to visit Paris.
90ycpyNEHgc_sentence_808.wav,May I visit your office tomorrow morning?
90ycpyNEHgc_sentence_810.wav,Is this your first visit to Vietnam?
90ycpyNEHgc_sentence_816.wav,Join.
90ycpyNEHgc_sentence_817.wav,I'd like to join your group.
90ycpyNEHgc_sentence_831.wav,He was injured in the accident.
90ycpyNEHgc_sentence_836.wav,I think it's time for me to take a break.
90ycpyNEHgc_sentence_839.wav,When did she break the window?
90ycpyNEHgc_sentence_853.wav,Shopping
90ycpyNEHgc_sentence_857.wav,Where's the shopping center?
90ycpyNEHgc_sentence_858.wav,Do audience.
90ycpyNEHgc_sentence_862.wav,Audience
90ycpyNEHgc_sentence_864.wav,The audience clapped loudly after his performance.
90ycpyNEHgc_sentence_871.wav,We're very excited about the trip.
90ycpyNEHgc_sentence_888.wav,Sleep is essential to health.
90ycpyNEHgc_sentence_896.wav,The show attracted a large audience.
90ycpyNEHgc_sentence_898.wav,There was only a small audience today.
90ycpyNEHgc_sentence_899.wav,Winning.
90ycpyNEHgc_sentence_918.wav,Go.
90ycpyNEHgc_sentence_920.wav,Do you go to school on foot?
90ycpyNEHgc_sentence_921.wav,"I'm tired, let's go home."
90ycpyNEHgc_sentence_922.wav,We're interested.
90ycpyNEHgc_sentence_946.wav,Wh probably.
90ycpyNEHgc_sentence_949.wav,Probable.
90ycpyNEHgc_sentence_950.wav,It is probable that she will come.
90ycpyNEHgc_sentence_951.wav,It is probable that he will be back tomorrow.
90ycpyNEHgc_sentence_952.wav,Oil.
90ycpyNEHgc_sentence_960.wav,Grocery
90ycpyNEHgc_sentence_964.wav,There's a grocery store on this street.
9MLV1X74KFM_sentence_026.wav,Can you be more specific?
9MLV1X74KFM_sentence_062.wav,Settle.
9MLV1X74KFM_sentence_073.wav,We've got a lot of trouble ahead.
9MLV1X74KFM_sentence_081.wav,Ring.
9MLV1X74KFM_sentence_1007.wav,Desperate.
9MLV1X74KFM_sentence_1026.wav,Driving.
9MLV1X74KFM_sentence_1030.wav,Please show me your driving license.
9MLV1X74KFM_sentence_1041.wav,This book is yours.
9MLV1X74KFM_sentence_1049.wav,"As far as I know, he isn't lazy."
9MLV1X74KFM_sentence_1051.wav,My house is not far from here.
9MLV1X74KFM_sentence_1055.wav,What are your hobbies?
9MLV1X74KFM_sentence_1061.wav,Glad.
9MLV1X74KFM_sentence_1069.wav,I have plenty of time to do this.
9MLV1X74KFM_sentence_1085.wav,We're so close to winning.
9MLV1X74KFM_sentence_1086.wav,Fish.
9MLV1X74KFM_sentence_1093.wav,Finance.
9MLV1X74KFM_sentence_1116.wav,It's impossible for me to explain it to you.
9MLV1X74KFM_sentence_1117.wav,Guide
9MLV1X74KFM_sentence_133.wav,Nowhere.
9MLV1X74KFM_sentence_134.wav,I have nowhere else to go.
9MLV1X74KFM_sentence_144.wav,The chair is broken.
9MLV1X74KFM_sentence_189.wav,Can I turn off the TV?
9MLV1X74KFM_sentence_194.wav,Absent.
9MLV1X74KFM_sentence_210.wav,She gets a high salary.
9MLV1X74KFM_sentence_231.wav,The ticket sold out within a week.
9MLV1X74KFM_sentence_233.wav,I will come back within a month.
9MLV1X74KFM_sentence_246.wav,We cannot exist without food or water.
9MLV1X74KFM_sentence_255.wav,Lovely.
9MLV1X74KFM_sentence_268.wav,Will it rain tomorrow? I hope not.
9MLV1X74KFM_sentence_277.wav,"Frankly speaking, it doesn't suit you."
9MLV1X74KFM_sentence_278.wav,"Cool suit, man."
9MLV1X74KFM_sentence_287.wav,This is definitely the best way.
9MLV1X74KFM_sentence_300.wav,I can't afford to buy an expensive car.
9MLV1X74KFM_sentence_304.wav,She has just bought a new belt from the department store.
9MLV1X74KFM_sentence_308.wav,I live with my parents.
9MLV1X74KFM_sentence_310.wav,Are you happy with your weight?
9MLV1X74KFM_sentence_327.wav,Attack is the best form of defense.
9MLV1X74KFM_sentence_337.wav,Ten houses were burned down last night.
9MLV1X74KFM_sentence_342.wav,We didn't have the right equipment to do the job.
9MLV1X74KFM_sentence_348.wav,Every new day is another chance to change your life.
9MLV1X74KFM_sentence_361.wav,I don't know what actually happened.
9MLV1X74KFM_sentence_372.wav,Is there a pharmacy nearby?
9MLV1X74KFM_sentence_373.wav,"Although she lives nearby, I rarely see her."
9MLV1X74KFM_sentence_381.wav,Belong. Where do these things belong? You belong to me.
9MLV1X74KFM_sentence_406.wav,Do you believe in love at first sight?
9MLV1X74KFM_sentence_417.wav,We can't offer you a higher salary.
9MLV1X74KFM_sentence_424.wav,There's a bank right across the street.
9MLV1X74KFM_sentence_427.wav,"Your offer is very attractive, but I will have to think about it a bit."
9MLV1X74KFM_sentence_431.wav,She is a very attractive woman.
9MLV1X74KFM_sentence_446.wav,I am the happiest man on earth.
9MLV1X74KFM_sentence_449.wav,Earth.
9MLV1X74KFM_sentence_451.wav,A clock.
9MLV1X74KFM_sentence_456.wav,I'll be back by 10 o'clock.
9MLV1X74KFM_sentence_457.wav,I'll see you at 8 o'clock at the meeting room.
9MLV1X74KFM_sentence_460.wav,There's enough food for everyone.
9MLV1X74KFM_sentence_461.wav,Do you have enough money?
9MLV1X74KFM_sentence_465.wav,Kid.
9MLV1X74KFM_sentence_467.wav,Are you kidding me?
9MLV1X74KFM_sentence_477.wav,"You are a good cook, aren't you?"
9MLV1X74KFM_sentence_494.wav,"He sat beside me in the front seat,"
9MLV1X74KFM_sentence_504.wav,Sale
9MLV1X74KFM_sentence_508.wav,This isn't for sale.
9MLV1X74KFM_sentence_510.wav,Our sales are decreasing.
9MLV1X74KFM_sentence_518.wav,Las
9MLV1X74KFM_sentence_536.wav,I'm glad to hear that.
9MLV1X74KFM_sentence_543.wav,I was deeply impressed with his courage.
9MLV1X74KFM_sentence_546.wav,Remain.
9MLV1X74KFM_sentence_551.wav,Anger
9MLV1X74KFM_sentence_559.wav,We have no chance of winning.
9MLV1X74KFM_sentence_563.wav,Then
9MLV1X74KFM_sentence_564.wav,She argued with him and then hit him.
9MLV1X74KFM_sentence_565.wav,He writes to his mother every now and then.
9MLV1X74KFM_sentence_566.wav,What did you do then?
9MLV1X74KFM_sentence_572.wav,I'm thirsty. Can you buy me a drink?
9MLV1X74KFM_sentence_577.wav,Surely.
9MLV1X74KFM_sentence_582.wav,House.
9MLV1X74KFM_sentence_587.wav,I invited him to my house.
9MLV1X74KFM_sentence_588.wav,Do you see that house? It's mine.
9MLV1X74KFM_sentence_593.wav,Can you explain why you dislike him?
9MLV1X74KFM_sentence_608.wav,Do you know where he lives?
9MLV1X74KFM_sentence_609.wav,We used to live in London.
9MLV1X74KFM_sentence_615.wav,Don't be so sensitive.
9MLV1X74KFM_sentence_624.wav,Highly.
9MLV1X74KFM_sentence_628.wav,Start close.
9MLV1X74KFM_sentence_629.wav,"Be careful, the floor is wet."
9MLV1X74KFM_sentence_631.wav,Take off your wet clothes.
9MLV1X74KFM_sentence_639.wav,Social.
9MLV1X74KFM_sentence_651.wav,Following
9MLV1X74KFM_sentence_652.wav,Answer the following questions.
9MLV1X74KFM_sentence_675.wav,I must help her at any cost.
9MLV1X74KFM_sentence_677.wav,We shared the cost of the meal.
9MLV1X74KFM_sentence_679.wav,Reading
9MLV1X74KFM_sentence_687.wav,What a mess.
9MLV1X74KFM_sentence_692.wav,I need to reduce my expenses.
9MLV1X74KFM_sentence_714.wav,You should go in the opposite direction.
9MLV1X74KFM_sentence_724.wav,Afford.
9MLV1X74KFM_sentence_731.wav,More.
9MLV1X74KFM_sentence_733.wav,Would you like some more cake?
9MLV1X74KFM_sentence_739.wav,The price of gold varies from day to day.
9MLV1X74KFM_sentence_743.wav,Favor.
9MLV1X74KFM_sentence_749.wav,How did you earn so much money?
9MLV1X74KFM_sentence_758.wav,I'll show you the car I've just bought.
9MLV1X74KFM_sentence_776.wav,Parent.
9MLV1X74KFM_sentence_777.wav,He's still living with his parents.
9MLV1X74KFM_sentence_781.wav,How are your parents?
9MLV1X74KFM_sentence_790.wav,Silly.
9MLV1X74KFM_sentence_800.wav,She gave me an angry look.
9MLV1X74KFM_sentence_810.wav,This door is locked from the inside.
9MLV1X74KFM_sentence_818.wav,Response.
9MLV1X74KFM_sentence_819.wav,I'm waiting for his response.
9MLV1X74KFM_sentence_825.wav,complicated.
9MLV1X74KFM_sentence_832.wav,Likely.
9MLV1X74KFM_sentence_833.wav,It's likely that she will succeed.
9MLV1X74KFM_sentence_840.wav,She is ready to get married and settle down.
9MLV1X74KFM_sentence_851.wav,Respect.
9MLV1X74KFM_sentence_858.wav,Strong.
9MLV1X74KFM_sentence_863.wav,Please choose a stronger password.
9MLV1X74KFM_sentence_865.wav,Vegetable
9MLV1X74KFM_sentence_872.wav,Additional
9MLV1X74KFM_sentence_883.wav,Get out of the kitchen.
9MLV1X74KFM_sentence_915.wav,Let's go straight to the airport.
9MLV1X74KFM_sentence_926.wav,Do you have any thoughts on the subject?
9MLV1X74KFM_sentence_932.wav,Honestly.
9MLV1X74KFM_sentence_935.wav,"Honestly, I can't remember."
9MLV1X74KFM_sentence_939.wav,Worse.
9MLV1X74KFM_sentence_940.wav,"Our house is worth about$150,000."
9MLV1X74KFM_sentence_941.wav,I think it's worth a try.
9MLV1X74KFM_sentence_946.wav,"Finally,"
9MLV1X74KFM_sentence_947.wav,I finally pass the test.
9MLV1X74KFM_sentence_948.wav,The train finally arrived.
9MLV1X74KFM_sentence_953.wav,Directly.
9MLV1X74KFM_sentence_957.wav,Why don't you ask him directly?
9MLV1X74KFM_sentence_965.wav,Sometimes
9MLV1X74KFM_sentence_969.wav,Sometimed.
9MLV1X74KFM_sentence_975.wav,Did you buy a round trip ticket?
9MLV1X74KFM_sentence_979.wav,I've got some free tickets to the show.
9MLV1X74KFM_sentence_981.wav,Medical
9MLV1X74KFM_sentence_985.wav,She's a medical student.
9MLV1X74KFM_sentence_987.wav,I need medical help.
9MLV1X74KFM_sentence_994.wav,I have no idea what to do next.
9MLV1X74KFM_sentence_997.wav,I sleep six hours a day on average.
A9E8K6ffHD8_sentence_000.wav,Remaining.
A9E8K6ffHD8_sentence_008.wav,The remaining money will be donated to charity.
A9E8K6ffHD8_sentence_013.wav,His large income enables him to travel abroad every year.
A9E8K6ffHD8_sentence_015.wav,Enable.
A9E8K6ffHD8_sentence_047.wav,Fair.
A9E8K6ffHD8_sentence_052.wav,Political.
A9E8K6ffHD8_sentence_068.wav,Anxiously.
A9E8K6ffHD8_sentence_072.wav,Her parents waited anxiously for her to come home that night.
A9E8K6ffHD8_sentence_080.wav,Restrict.
A9E8K6ffHD8_sentence_105.wav,Error.
A9E8K6ffHD8_sentence_112.wav,There is an error in this sentence.
A9E8K6ffHD8_sentence_135.wav,Youth.
A9E8K6ffHD8_sentence_166.wav,Does it?
A9E8K6ffHD8_sentence_169.wav,She went to the supermarket and bought a dozen of eggs.
A9E8K6ffHD8_sentence_172.wav,I have a dozen reports to read.
A9E8K6ffHD8_sentence_174.wav,Dozens of students gather there.
A9E8K6ffHD8_sentence_199.wav,Grade.
A9E8K6ffHD8_sentence_204.wav,Industrial.
A9E8K6ffHD8_sentence_205.wav,Japan is an industrial nation.
A9E8K6ffHD8_sentence_211.wav,This is the biggest industrial park in Vietnam.
A9E8K6ffHD8_sentence_215.wav,Context.
A9E8K6ffHD8_sentence_231.wav,Boil.
A9E8K6ffHD8_sentence_241.wav,Cruel.
A9E8K6ffHD8_sentence_245.wav,cruel.
A9E8K6ffHD8_sentence_256.wav,Cheerful.
A9E8K6ffHD8_sentence_263.wav,Poem
A9E8K6ffHD8_sentence_265.wav,Who wrote this poem?
A9E8K6ffHD8_sentence_266.wav,What's your favorite poem?
A9E8K6ffHD8_sentence_271.wav,His poems are difficult to understand.
A9E8K6ffHD8_sentence_274.wav,Timetable.
A9E8K6ffHD8_sentence_279.wav,We have a busy timetable this week.
A9E8K6ffHD8_sentence_284.wav,Universe
A9E8K6ffHD8_sentence_287.wav,Captain
A9E8K6ffHD8_sentence_291.wav,We elected Tom captain of the team.
A9E8K6ffHD8_sentence_300.wav,Angle
A9E8K6ffHD8_sentence_308.wav,Nonsense.
A9E8K6ffHD8_sentence_309.wav,I don't have time for this nonsense.
A9E8K6ffHD8_sentence_314.wav,You're talking nonsense.
A9E8K6ffHD8_sentence_315.wav,We aren't here to talk nonsense.
A9E8K6ffHD8_sentence_319.wav,Safely.
A9E8K6ffHD8_sentence_321.wav,We arrived home safely.
A9E8K6ffHD8_sentence_322.wav,Please drive safely.
A9E8K6ffHD8_sentence_326.wav,Item
A9E8K6ffHD8_sentence_330.wav,Please check all the items on this list.
A9E8K6ffHD8_sentence_331.wav,I need the following items.
A9E8K6ffHD8_sentence_337.wav,She committed her child to her aunt's care.
A9E8K6ffHD8_sentence_338.wav,Try it before you commit to a purchase.
A9E8K6ffHD8_sentence_345.wav,There's nothing remaining in the house.
A9E8K6ffHD8_sentence_346.wav,Only one minute remaining. Hurry up!
A9E8K6ffHD8_sentence_352.wav,The roof was damaged by the storm.
A9E8K6ffHD8_sentence_361.wav,Cupboard.
A9E8K6ffHD8_sentence_363.wav,My mom has just bought a new cupboard.
A9E8K6ffHD8_sentence_368.wav,All of the money in the cupboard was stolen.
A9E8K6ffHD8_sentence_369.wav,She put a box in that cupboard.
A9E8K6ffHD8_sentence_383.wav,Ceremony.
A9E8K6ffHD8_sentence_394.wav,Vehicle
A9E8K6ffHD8_sentence_399.wav,There are always a lot of vehicles on this road.
B98K7c1BJ2w_sentence_000.wav,Switch.
B98K7c1BJ2w_sentence_005.wav,Switch on the light. I can't see anything.
B98K7c1BJ2w_sentence_012.wav,It's a politically sensitive issue.
B98K7c1BJ2w_sentence_013.wav,This is politically correct.
B98K7c1BJ2w_sentence_015.wav,Politically
B98K7c1BJ2w_sentence_018.wav,It makes sense politically as well as economically.
B98K7c1BJ2w_sentence_033.wav,Fundamental.
B98K7c1BJ2w_sentence_046.wav,Steel
B98K7c1BJ2w_sentence_048.wav,Last night someone stole my bicycle.
B98K7c1BJ2w_sentence_049.wav,My passport has been stolen. What should I do?
B98K7c1BJ2w_sentence_063.wav,The climate here is mild.
B98K7c1BJ2w_sentence_068.wav,"He's screaming, not singing."
B98K7c1BJ2w_sentence_079.wav,Spice.
B98K7c1BJ2w_sentence_108.wav,The program is designed to reform prisoners.
B98K7c1BJ2w_sentence_134.wav,The trip will take approximately four hours.
B98K7c1BJ2w_sentence_174.wav,They have access to the library.
B98K7c1BJ2w_sentence_213.wav,Brave.
B98K7c1BJ2w_sentence_224.wav,Deaf.
B98K7c1BJ2w_sentence_228.wav,Staff.
B98K7c1BJ2w_sentence_239.wav,Scratch.
B98K7c1BJ2w_sentence_242.wav,"Don't worry, it's only a scratch."
B98K7c1BJ2w_sentence_244.wav,Can you scratch my back?
B98K7c1BJ2w_sentence_246.wav,Civil
B98K7c1BJ2w_sentence_254.wav,Marketing.
B98K7c1BJ2w_sentence_262.wav,Identity.
B98K7c1BJ2w_sentence_295.wav,We must keep up the family traditions.
B98K7c1BJ2w_sentence_361.wav,Miles
B98K7c1BJ2w_sentence_387.wav,I want you to have a definite plan before you leave.
B98K7c1BJ2w_sentence_397.wav,"Helen Keller was blind, deaf, and"
B98K7c1BJ2w_sentence_403.wav,He went deaf as a result of an accident.
B98K7c1BJ2w_sentence_418.wav,Palace
B98K7c1BJ2w_sentence_419.wav,The king and his family live in the royal palace.
B98K7c1BJ2w_sentence_423.wav,Hatred.
B98K7c1BJ2w_sentence_431.wav,Old-fashioned.
B98K7c1BJ2w_sentence_436.wav,Religion
B98K7c1BJ2w_sentence_438.wav,Don't talk to me about religion.
B98K7c1BJ2w_sentence_441.wav,Buddhism is one of the most popular religions in the world.
B98K7c1BJ2w_sentence_443.wav,Is there a conflict between science and religion?
B98K7c1BJ2w_sentence_453.wav,"The aircraft is capable of flying 5,000 miles non-stop."
B98K7c1BJ2w_sentence_523.wav,They failed to get any definite information.
B98K7c1BJ2w_sentence_529.wav,What a relief it was only a nightmare.
B98K7c1BJ2w_sentence_546.wav,It's bad manners to point at people.
B98K7c1BJ2w_sentence_562.wav,It's a fairly complicated problem.
B98K7c1BJ2w_sentence_567.wav,Some of my friends can speak English fairly well.
B98K7c1BJ2w_sentence_572.wav,I'm quite capable of taking care of myself.
B98K7c1BJ2w_sentence_575.wav,Capable.
B98K7c1BJ2w_sentence_582.wav,King
B98K7c1BJ2w_sentence_591.wav,Poisonous.
B98K7c1BJ2w_sentence_596.wav,The leaves of this tree are poisonous to most animals.
B98K7c1BJ2w_sentence_607.wav,Supply
B98K7c1BJ2w_sentence_620.wav,Relatively.
B98K7c1BJ2w_sentence_635.wav,Don't touch that switch.
B98K7c1BJ2w_sentence_658.wav,Vast.
B98K7c1BJ2w_sentence_666.wav,Reform.
B98K7c1BJ2w_sentence_677.wav,Interval
B98K7c1BJ2w_sentence_691.wav,She deliberately exposed him to danger.
CWdJd0sDlOw_sentence_001.wav,Who's going to look after the children while you're away?
CWdJd0sDlOw_sentence_003.wav,Look after.
CWdJd0sDlOw_sentence_030.wav,Hunting is prohibited in national parks.
CWdJd0sDlOw_sentence_042.wav,Delight.
CWdJd0sDlOw_sentence_050.wav,Debate.
CWdJd0sDlOw_sentence_074.wav,They upset my plan.
CWdJd0sDlOw_sentence_079.wav,Profits have increased significantly over the past few years.
CWdJd0sDlOw_sentence_088.wav,Urge.
CWdJd0sDlOw_sentence_099.wav,Ink.
CWdJd0sDlOw_sentence_104.wav,Don't write in red ink.
CWdJd0sDlOw_sentence_105.wav,My ballpoint pen just ran out of ink.
CWdJd0sDlOw_sentence_111.wav,Mixed.
CWdJd0sDlOw_sentence_133.wav,Surprise.
CWdJd0sDlOw_sentence_137.wav,Prize.
CWdJd0sDlOw_sentence_139.wav,He deserves the prize.
CWdJd0sDlOw_sentence_155.wav,Proceed.
CWdJd0sDlOw_sentence_216.wav,Theme.
CWdJd0sDlOw_sentence_253.wav,Conservative.
CWdJd0sDlOw_sentence_270.wav,The meeting dragged on.
CWdJd0sDlOw_sentence_280.wav,Promote.
CWdJd0sDlOw_sentence_283.wav,The company is promoting a new product.
CWdJd0sDlOw_sentence_286.wav,She deserves to be promoted.
CWdJd0sDlOw_sentence_291.wav,Promotion
CWdJd0sDlOw_sentence_301.wav,Let's celebrate your promotion.
CWdJd0sDlOw_sentence_307.wav,Her parents can't help worrying about her injuries.
CWdJd0sDlOw_sentence_321.wav,continent.
CWdJd0sDlOw_sentence_326.wav,Africa is the poorest continent.
CWdJd0sDlOw_sentence_327.wav,Australia is the smallest continent in the world.
CWdJd0sDlOw_sentence_335.wav,This book is about a king who loses his crown.
CWdJd0sDlOw_sentence_355.wav,Emerge.
CWdJd0sDlOw_sentence_358.wav,The robber emerged from the darkness.
CWdJd0sDlOw_sentence_430.wav,Everything proceeds according to plan.
CWdJd0sDlOw_sentence_436.wav,The measurements must be precise.
CWdJd0sDlOw_sentence_454.wav,The old factory has been transformed into an art gallery.
CWdJd0sDlOw_sentence_499.wav,content.
CWdJd0sDlOw_sentence_517.wav,She has a pleasant voice.
CWdJd0sDlOw_sentence_521.wav,Dismiss.
CWdJd0sDlOw_sentence_528.wav,The teacher dismissed his class when the bell rang.
CWdJd0sDlOw_sentence_532.wav,Behave.
CWdJd0sDlOw_sentence_561.wav,Don't try to be a hero.
CWdJd0sDlOw_sentence_563.wav,You g initial.
CWdJd0sDlOw_sentence_566.wav,Initial
CWdJd0sDlOw_sentence_568.wav,The initial symptoms of the disease are fever and sore throat.
CWdJd0sDlOw_sentence_571.wav,Commitment.
CWdJd0sDlOw_sentence_582.wav,Klein
CWdJd0sDlOw_sentence_587.wav,"We decided to climb to 6,000 meters."
CWdJd0sDlOw_sentence_590.wav,The police questioned him closely.
CWdJd0sDlOw_sentence_600.wav,Exhibit
CWdJd0sDlOw_sentence_602.wav,He hopes to exhibit his paintings in Japan.
CWdJd0sDlOw_sentence_610.wav,Do not touch the exhibits.
CWdJd0sDlOw_sentence_611.wav,Frame.
CWdJd0sDlOw_sentence_614.wav,Frame
CWdJd0sDlOw_sentence_615.wav,This new bike frame is made of steel.
CWdJd0sDlOw_sentence_618.wav,I need new frames for my glasses.
CWdJd0sDlOw_sentence_619.wav,Relaxed.
CWdJd0sDlOw_sentence_623.wav,I feel relaxed here.
CWdJd0sDlOw_sentence_626.wav,Nothing makes me feel more relaxed than a walk on the beach.
CWdJd0sDlOw_sentence_630.wav,Transform.
CWdJd0sDlOw_sentence_654.wav,Hunting
CWdJd0sDlOw_sentence_658.wav,We're going hunting.
CWdJd0sDlOw_sentence_663.wav,The dragon is an imaginary creature.
CWdJd0sDlOw_sentence_673.wav,Install.
CWdJd0sDlOw_sentence_682.wav,Enemy.
CWdJd0sDlOw_sentence_747.wav,Drugstore.
CWdJd0sDlOw_sentence_751.wav,The drugstore is opposite the hospital.
CWdJd0sDlOw_sentence_752.wav,Is there a drugstore nearby?
CWdJd0sDlOw_sentence_759.wav,Authority.
CWdJd0sDlOw_sentence_774.wav,Announce.
CWdJd0sDlOw_sentence_782.wav,Deer.
CWdJd0sDlOw_sentence_786.wav,Dear.
CWdJd0sDlOw_sentence_792.wav,"Thank you, my dear."
DOcJti0SfA0_sentence_020.wav,That building has no emergency exit.
DOcJti0SfA0_sentence_025.wav,He has a remarkable memory.
DOcJti0SfA0_sentence_035.wav,I have been on a diet for two weeks.
DOcJti0SfA0_sentence_051.wav,That guy has
DOcJti0SfA0_sentence_053.wav,Who designed that museum?
DOcJti0SfA0_sentence_101.wav,He property.
DOcJti0SfA0_sentence_170.wav,Boring.
DOcJti0SfA0_sentence_200.wav,Disease.
DOcJti0SfA0_sentence_212.wav,Cooking.
DOcJti0SfA0_sentence_214.wav,My mom takes pride in her cooking.
DOcJti0SfA0_sentence_216.wav,She bought two cooking books.
DOcJti0SfA0_sentence_229.wav,I've heard that sound before.
DOcJti0SfA0_sentence_236.wav,I am going to apply for a scholarship.
DOcJti0SfA0_sentence_242.wav,Do you like the book's ending?
DOcJti0SfA0_sentence_243.wav,Not all stories have a happy ending.
DOcJti0SfA0_sentence_258.wav,He passed away yesterday.
DOcJti0SfA0_sentence_260.wav,You're probably right.
DOcJti0SfA0_sentence_269.wav,Suck.
DOcJti0SfA0_sentence_293.wav,Necessary.
DOcJti0SfA0_sentence_294.wav,Is it really necessary?
DOcJti0SfA0_sentence_307.wav,Complain.
DOcJti0SfA0_sentence_309.wav,She complained about my low salary.
DOcJti0SfA0_sentence_311.wav,That customer came back to complain again.
DOcJti0SfA0_sentence_313.wav,We have nothing to complain about.
DOcJti0SfA0_sentence_314.wav,Case.
DOcJti0SfA0_sentence_315.wav,You're wrong in this case.
DOcJti0SfA0_sentence_319.wav,"In any case, I'll call you tomorrow."
DOcJti0SfA0_sentence_320.wav,Take an umbrella with you in case it begins to rain.
DOcJti0SfA0_sentence_328.wav,Extend.
