source_audio_path,en_source_text,vi_translation,cefr_level
1cHYKOqk6_I_sentence_428.wav,Suited.,Phù hợp.,A2
1cHYKOqk6_I_sentence_429.wav,I don't think she is suited for the job.,Tôi không nghĩ cô ấy phù hợp với công việc.,A2
1cHYKOqk6_I_sentence_436.wav,Prime Minister.,Thủ tướng Chính phủ.,A1
1cHYKOqk6_I_sentence_438.wav,He is the Prime Minister of our country.,Ông ấy là Thủ tướng của đất nước chúng ta.,A2
1cHYKOqk6_I_sentence_442.wav,I had an interview with the Prime Minister this morning.,Tôi có cuộc phỏng vấn với Thủ tướng sáng nay.,A2
1cHYKOqk6_I_sentence_445.wav,Good tradition should be preserved.,Truyền thống tốt nên được giữ gìn.,A2
1cHYKOqk6_I_sentence_456.wav,His ambition is to become a great scientist.,Tham vọng của anh là trở thành một nhà khoa học vĩ đại.,A2
1cHYKOqk6_I_sentence_459.wav,She finally achieved her ambition of becoming a famous writer.,Cuối cùng bà đã đạt được tham vọng trở thành một nhà văn nổi tiếng.,A2
1cHYKOqk6_I_sentence_460.wav,Royal,Hoàng gia,A1
1cHYKOqk6_I_sentence_461.wav,The royal palace was built in the 17th century.,Cung điện hoàng gia được xây dựng vào thế kỷ 17.,A2
1cHYKOqk6_I_sentence_470.wav,Where can we cross the stream?,Chúng ta có thể băng qua dòng suối ở đâu?,A2
1cHYKOqk6_I_sentence_486.wav,I have absolute trust in her.,Tôi hoàn toàn tin tưởng cô ấy.,A1
1cHYKOqk6_I_sentence_490.wav,What you said is absolute nonsense.,Những gì anh nói hoàn toàn vô nghĩa.,A2
1cHYKOqk6_I_sentence_492.wav,Style,Kiểu dáng,A2
1cHYKOqk6_I_sentence_497.wav,I like your style.,Tôi thích phong cách của anh.,A1
1cHYKOqk6_I_sentence_499.wav,What style of furniture do you like?,Bạn thích kiểu nội thất nào?,A1
1cHYKOqk6_I_sentence_501.wav,She shook her head sadly.,Cô lắc đầu buồn bã.,A2
1cHYKOqk6_I_sentence_511.wav,Soldier,Người lính,A1
1cHYKOqk6_I_sentence_517.wav,This song has a slow rhythm.,Bài hát này có nhịp điệu chậm.,A2
1cHYKOqk6_I_sentence_540.wav,Poor.,Nghèo.,A1
1cHYKOqk6_I_sentence_542.wav,He carefully poured the water into her glass.,Anh cẩn thận rót nước vào ly của cô.,A2
1cHYKOqk6_I_sentence_548.wav,Pour water into the bucket.,Đổ nước vào xô.,A1
1cHYKOqk6_I_sentence_550.wav,Could you please pour me some tea?,Anh có thể rót cho tôi một tách trà không?,A1
1cHYKOqk6_I_sentence_567.wav,Chemist.,Nhà hóa học.,A2
1cHYKOqk6_I_sentence_572.wav,Chemist,Nhà hoá học,A1
1cHYKOqk6_I_sentence_612.wav,I can resist everything but temptation.,Tôi có thể chống lại mọi thứ trừ cám dỗ.,A2
1cHYKOqk6_I_sentence_618.wav,This box is made of cardboard.,Cái hộp này làm bằng bìa các tông.,A2
1cHYKOqk6_I_sentence_625.wav,Irritating.,Vô cảm.,A2
1cHYKOqk6_I_sentence_629.wav,He's an irritating child.,Nó là một đứa trẻ khó chịu.,A2
1cHYKOqk6_I_sentence_637.wav,Dogs have a keen sense of smell.,Chó có khứu giác rất nhạy bén.,A2
1cHYKOqk6_I_sentence_641.wav,Lamp.,Đèn.,A1
1cHYKOqk6_I_sentence_644.wav,I need a new table lamp.,Tôi cần một cái đèn bàn mới.,A1
1cHYKOqk6_I_sentence_645.wav,Please turn off the lamp.,Làm ơn tắt đèn đi.,A1
1cHYKOqk6_I_sentence_646.wav,Radio,Vô tuyến,A1
1cHYKOqk6_I_sentence_649.wav,Do you mind if I turn on the radio?,Anh có phiền nếu tôi bật radio lên không?,A1
1cHYKOqk6_I_sentence_660.wav,She's growing carrots and potatoes in her garden.,Bà ấy trồng cà rốt và khoai tây trong vườn.,A2
1cHYKOqk6_I_sentence_661.wav,I like fried potatoes.,Tôi thích khoai tây chiên.,A1
1cHYKOqk6_I_sentence_662.wav,Potato,Tây-ban-nhaName,A1
1cHYKOqk6_I_sentence_666.wav,I need to buy some potatoes.,Tôi cần mua ít khoai tây.,A1
1cHYKOqk6_I_sentence_681.wav,Make as many photocopies as you need.,Tạo càng nhiều bản sao chép càng tốt.,A2
1cHYKOqk6_I_sentence_683.wav,Make as many photo cop rely.,Khiến càng nhiều cảnh sát hình ảnh phải tin tưởng.,A2
1cHYKOqk6_I_sentence_687.wav,Rely.,Dựa vào nhau.,A1
1cHYKOqk6_I_sentence_694.wav,September,Tháng Chín,A2
1cHYKOqk6_I_sentence_696.wav,We will go abroad in September.,Chúng ta sẽ ra nước ngoài vào tháng 9.,A1
1cHYKOqk6_I_sentence_697.wav,Today is September 1st.,Hôm nay là ngày 1 tháng 9.,A1
1cHYKOqk6_I_sentence_701.wav,concentration.,"Bạn có thể tập trung vào một điều gì đó, chẳng hạn như tập trung vào một vật nào đó, hoặc tập trung vào một điều gì đó khác.",A1
1cHYKOqk6_I_sentence_702.wav,I really appreciate his concentration.,Tôi rất cảm kích sự tập trung của anh ấy.,A1
1cHYKOqk6_I_sentence_714.wav,She opened her purse and took out a coin.,Cô mở ví và lấy ra một đồng xu.,A2
1cHYKOqk6_I_sentence_717.wav,Envelope.,Phong bì.,A1
1cHYKOqk6_I_sentence_718.wav,What's in the envelope?,Có gì trong phong bì?,A1
1cHYKOqk6_I_sentence_719.wav,Who gave you this envelope?,Ai đưa cho anh cái phong bì này?,A1
1cHYKOqk6_I_sentence_720.wav,Did you put a stamp on the envelope?,Anh có dán tem lên phong bì không?,A1
1cHYKOqk6_I_sentence_721.wav,Envelope,Phong bì,A1
1cHYKOqk6_I_sentence_728.wav,Ruler.,Thước.,A1
1cHYKOqk6_I_sentence_732.wav,He shaves with an electric razor every morning.,Sáng nào anh ta cũng cạo râu bằng dao cạo điện.,A2
1cHYKOqk6_I_sentence_734.wav,Electric.,Điện.,A2
1cHYKOqk6_I_sentence_738.wav,My brother bought an electric guitar yesterday.,Hôm qua anh trai tôi mua một cây guitar điện.,A2
1cHYKOqk6_I_sentence_777.wav,Shower,TắmName,A1
1cHYKOqk6_I_sentence_778.wav,I need to take a shower.,Tôi cần đi tắm.,A1
1cHYKOqk6_I_sentence_783.wav,I haven't taken a shower in three days.,Tôi đã không tắm trong ba ngày.,A1
1cHYKOqk6_I_sentence_800.wav,Damp.,Ẩm thấp.,A2
1cHYKOqk6_I_sentence_817.wav,Who could resist an offer like that?,Ai có thể từ chối một đề nghị như vậy?,A2
1cHYKOqk6_I_sentence_843.wav,Mental,Trí tuệ,A1
1cHYKOqk6_I_sentence_847.wav,I am suffering from physical and mental exhaustion.,Tôi đang chịu đựng sự kiệt quệ về thể chất và tinh thần.,A2
1cHYKOqk6_I_sentence_859.wav,Sadly.,Đáng buồn thay.,A2
1cHYKOqk6_I_sentence_900.wav,He wants to become a chemist.,Anh ấy muốn trở thành một nhà hoá học.,A1
1cHYKOqk6_I_sentence_911.wav,You can rely on me to keep your secret.,Anh có thể tin tưởng tôi giữ bí mật cho anh.,A2
1cHYKOqk6_I_sentence_934.wav,"At our company, the retirement age is sixty.","Ở công ty chúng tôi, tuổi nghỉ hưu là 60.",A2
2-_pGODolUY_sentence_000.wav,Drop.,Thả.,A1
2-_pGODolUY_sentence_007.wav,Condition,Điều kiện,A2
2-_pGODolUY_sentence_020.wav,Old habits are hard to break.,Thói quen cũ rất khó bỏ.,A2
2-_pGODolUY_sentence_021.wav,direct.,"Nếu bạn không thể tìm được người yêu, hãy tìm đến họ.",A1
2-_pGODolUY_sentence_046.wav,The population is increasing rapidly.,Dân số đang tăng nhanh chóng.,A2
2-_pGODolUY_sentence_052.wav,Attach.,Gắn vào.,A2
2-_pGODolUY_sentence_059.wav,Opinion,Ý kiến,A2
2-_pGODolUY_sentence_060.wav,I agree with your opinion.,Tôi đồng ý với ý kiến của anh.,A2
2-_pGODolUY_sentence_068.wav,It seems that all my efforts are useless.,Có vẻ như tất cả nỗ lực của tôi đều vô ích.,A2
2-_pGODolUY_sentence_069.wav,It's useless to argue with an idiot.,Tranh cãi với một thằng ngốc là vô ích.,A2
2-_pGODolUY_sentence_073.wav,Prefer.,Thích.,A1
2-_pGODolUY_sentence_075.wav,"Which do you prefer, apples or bananas?","Bạn thích loại nào hơn, táo hay chuối?",A2
2-_pGODolUY_sentence_080.wav,themselves.,Bạn có thể tự mình làm điều này.,A1
2-_pGODolUY_sentence_084.wav,They don't want to do it themselves.,Họ không muốn tự mình làm.,A2
2-_pGODolUY_sentence_087.wav,Forward.,Tiến lên.,A1
28wOHb8a6F4_sentence_003.wav,Don't ever do that.,Đừng bao giờ làm vậy.,A1
28wOHb8a6F4_sentence_008.wav,Have you ever donated blood?,Anh đã bao giờ hiến máu chưa?,A1
28wOHb8a6F4_sentence_009.wav,Have you ever given money to a beggar?,Anh đã bao giờ đưa tiền cho một kẻ ăn xin chưa?,A2
28wOHb8a6F4_sentence_011.wav,Least.,Ít nhất.,A1
28wOHb8a6F4_sentence_012.wav,"He's the best teacher, even though he has the least experience.","Ông ấy là người thầy tốt nhất, mặc dù ông ấy có ít kinh nghiệm nhất.",A2
28wOHb8a6F4_sentence_014.wav,I read at least one book every month.,Tôi đọc ít nhất một cuốn sách mỗi tháng.,A1
28wOHb8a6F4_sentence_022.wav,Girl.,Cô gái.,A1
28wOHb8a6F4_sentence_023.wav,She used to be a very shy girl.,Cô ấy từng là một cô gái rất nhút nhát.,A2
28wOHb8a6F4_sentence_026.wav,Burn.,Bỏng.,A1
28wOHb8a6F4_sentence_031.wav,Funny.,Buồn cười.,A1
28wOHb8a6F4_sentence_044.wav,Bring I'll bring it to you to morrow.,"Mang nó tới, ngày mai tôi sẽ mang tới cho anh.",A2
28wOHb8a6F4_sentence_056.wav,Ending.,Kết thúc.,A1
28wOHb8a6F4_sentence_059.wav,Sad.,Buồn.,A1
28wOHb8a6F4_sentence_069.wav,G early.,G sớm.,A2
28wOHb8a6F4_sentence_073.wav,Act.,Hành động.,A1
28wOHb8a6F4_sentence_077.wav,Evening.,Buổi tối.,A1
28wOHb8a6F4_sentence_081.wav,Ideal.,Lý tưởng.,A2
28wOHb8a6F4_sentence_084.wav,This island has an ideal climate.,Hòn đảo này có khí hậu lý tưởng.,A2
28wOHb8a6F4_sentence_089.wav,Describe your ideal breakfast.,Mô tả bữa sáng lý tưởng.,A2
28wOHb8a6F4_sentence_095.wav,She still loves him even though he doesn't love her anymore.,Cô ấy vẫn yêu anh ta mặc dù anh ta không còn yêu cô ấy nữa.,A2
28wOHb8a6F4_sentence_1002.wav,Tired.,Mệt mỏi.,A1
28wOHb8a6F4_sentence_1009.wav,Finger.,Ngón tay.,A1
28wOHb8a6F4_sentence_1012.wav,She pointed her finger at the fridge.,Cô chỉ tay vào tủ lạnh.,A2
28wOHb8a6F4_sentence_1016.wav,Ability,Khả năng,A1
28wOHb8a6F4_sentence_1039.wav,I went to the drugstore to buy some cough medicine.,Tôi đã đến hiệu thuốc để mua thuốc ho.,A2
28wOHb8a6F4_sentence_1045.wav,Option,Tùy chọn,A2
28wOHb8a6F4_sentence_1052.wav,Relationship.,Mối quan hệ.,A2
28wOHb8a6F4_sentence_1058.wav,Are you in a relationship?,Bạn đang có một mối quan hệ tình cảm?,A1
28wOHb8a6F4_sentence_1059.wav,Fly.,Bay.,A1
28wOHb8a6F4_sentence_1064.wav,How long does it take to fly from Hanoi to Bangkok?,Mất bao lâu để bay từ Hà Nội đến Bangkok?,A2
28wOHb8a6F4_sentence_1068.wav,Who broke the window?,Ai đã phá cửa sổ?,A1
28wOHb8a6F4_sentence_1073.wav,Sign.,Ký.,A1
28wOHb8a6F4_sentence_1084.wav,Worth.,Đáng giá.,A2
28wOHb8a6F4_sentence_127.wav,"Excuse me, I dropped my chopsticks.","Xin lỗi, tôi làm rơi đũa.",A1
28wOHb8a6F4_sentence_137.wav,Himself.,Chính mình.,A1
28wOHb8a6F4_sentence_138.wav,He can't take care of himself.,Anh ta không thể tự chăm sóc bản thân.,A2
28wOHb8a6F4_sentence_140.wav,She advised him not to go there by himself.,Cô khuyên anh ta không nên tự mình đến đó.,A2
28wOHb8a6F4_sentence_141.wav,Egg.,Trứng.,A1
28wOHb8a6F4_sentence_142.wav,Eggs go bad quickly in the summer.,Trứng sẽ nhanh hỏng vào mùa hè.,A2
28wOHb8a6F4_sentence_148.wav,"How do you like your eggs done, boiled or fried?","Bạn thích trứng chín, luộc hay chiên như thế nào?",A2
28wOHb8a6F4_sentence_149.wav,Who?,Ai?,A1
28wOHb8a6F4_sentence_150.wav,Do you know who he is?,Anh biết hắn là ai không?,A1
28wOHb8a6F4_sentence_152.wav,Who else came to the party?,Còn ai khác đến dự tiệc?,A1
28wOHb8a6F4_sentence_154.wav,Who less?,Ai ít hơn?,A1
28wOHb8a6F4_sentence_157.wav,My mother is less patient than my father.,Mẹ tôi không kiên nhẫn bằng cha tôi.,A2
28wOHb8a6F4_sentence_162.wav,Would you like meeting?,Anh có muốn gặp không?,A1
28wOHb8a6F4_sentence_169.wav,Control.,Kiểm soát.,A1
28wOHb8a6F4_sentence_174.wav,Nobody can control us.,Không ai có thể điều khiển chúng ta.,A1
28wOHb8a6F4_sentence_175.wav,He couldn't control his anger.,Anh không thể kiểm soát cơn giận của mình.,A2
28wOHb8a6F4_sentence_182.wav,She considered his offer carefully.,Nàng cân nhắc lời đề nghị của anh ta một cách cẩn thận.,A2
28wOHb8a6F4_sentence_184.wav,She urged him to drive carefully.,Cô giục anh lái xe cẩn thận.,A2
28wOHb8a6F4_sentence_185.wav,Complaint,Khiếu nại,A2
28wOHb8a6F4_sentence_186.wav,I'm sick of listening to your complaints.,Tôi phát ốm vì nghe anh phàn nàn rồi.,A2
28wOHb8a6F4_sentence_189.wav,Complaint.,Khiếu nại.,A2
28wOHb8a6F4_sentence_208.wav,Money,Tiền,A1
28wOHb8a6F4_sentence_212.wav,Ah.,Ah.,A1
28wOHb8a6F4_sentence_216.wav,Connect.,Kết nối.,A1
28wOHb8a6F4_sentence_218.wav,The village is connected with our town by a bridge.,Ngôi làng được kết nối với thị trấn của chúng tôi bằng một cây cầu.,A2
28wOHb8a6F4_sentence_227.wav,Enough.,Đủ rồi.,A1
28wOHb8a6F4_sentence_231.wav,Bedroom.,Phòng ngủ.,A1
28wOHb8a6F4_sentence_232.wav,My bedroom is just above.,Phòng ngủ của tôi ở ngay trên kia.,A1
28wOHb8a6F4_sentence_250.wav,That restaurant serves excellent food.,Nhà hàng đó phục vụ đồ ăn tuyệt vời.,A1
28wOHb8a6F4_sentence_262.wav,Anywhere.,Bất cứ nơi nào.,A1
28wOHb8a6F4_sentence_266.wav,Understand.,Hiểu.,A1
28wOHb8a6F4_sentence_270.wav,Try,Thử,A1
28wOHb8a6F4_sentence_273.wav,"I don't know whether I can do it, but I'm going to try.","Tôi không biết liệu tôi có thể làm được không, nhưng tôi sẽ cố.",A1
28wOHb8a6F4_sentence_274.wav,I create.,Tôi sáng tạo.,A2
28wOHb8a6F4_sentence_278.wav,Create.,Tạo dựng.,A1
28wOHb8a6F4_sentence_283.wav,What kind of games do you create?,Bạn tạo ra loại trò chơi nào?,A2
28wOHb8a6F4_sentence_285.wav,Improvement.,Cải thiện.,A2
28wOHb8a6F4_sentence_297.wav,We run out of water.,Chúng ta hết nước rồi.,A1
28wOHb8a6F4_sentence_298.wav,I go for a run every morning.,Tôi đi chạy mỗi sáng.,A1
28wOHb8a6F4_sentence_299.wav,Mix.,Trộn.,A1
28wOHb8a6F4_sentence_303.wav,You can't mix oil with water.,Bạn không thể trộn dầu với nước.,A2
28wOHb8a6F4_sentence_318.wav,Regularly.,Thường xuyên.,A2
28wOHb8a6F4_sentence_330.wav,I'm looking for a house with a large kitchen.,Tôi đang tìm một ngôi nhà có một cái bếp lớn.,A2
28wOHb8a6F4_sentence_333.wav,Get forward.,Tiến lên phía trước.,A1
28wOHb8a6F4_sentence_338.wav,Do you know what to do if there's a fire in the building?,Anh có biết phải làm gì nếu có hỏa hoạn trong tòa nhà không?,A2
28wOHb8a6F4_sentence_340.wav,"In case of fire, push this button.","Trong trường hợp có hoả hoạn, hãy nhấn nút này.",A2
28wOHb8a6F4_sentence_348.wav,He will quickly,Anh ấy sẽ nhanh thôi.,A1
28wOHb8a6F4_sentence_355.wav,Airport.,Sân bay.,A2
28wOHb8a6F4_sentence_366.wav,Sexual.,Tình dục.,A2
28wOHb8a6F4_sentence_370.wav,She is a victim of sexual abuse.,Cô là nạn nhân của lạm dụng tình dục.,A2
28wOHb8a6F4_sentence_378.wav,Animal,Động vật,A1
28wOHb8a6F4_sentence_379.wav,"I love animals, especially dogs.","Tôi yêu động vật, đặc biệt là chó.",A1
28wOHb8a6F4_sentence_381.wav,I somewhere.,Tôi ở đâu đó.,A1
28wOHb8a6F4_sentence_384.wav,Do you want to go somewhere?,Em có muốn đi đâu không?,A1
28wOHb8a6F4_sentence_385.wav,I've seen him s pleased.,Tôi thấy hắn hài lòng.,A2
28wOHb8a6F4_sentence_391.wav,She was very pleased with her exam results.,Cô ấy rất hài lòng với kết quả thi cử của mình.,A2
28wOHb8a6F4_sentence_398.wav,Mood.,Tâm trạng.,A1
28wOHb8a6F4_sentence_403.wav,I'm in a bad mood.,Tôi đang có tâm trạng không tốt.,A1
28wOHb8a6F4_sentence_405.wav,Quiet.,Yên tĩnh.,A1
28wOHb8a6F4_sentence_420.wav,Engage.,Tiếp cận.,A1
28wOHb8a6F4_sentence_422.wav,He is engaged to my younger sister.,Anh ấy đã đính hôn với em gái tôi.,A2
28wOHb8a6F4_sentence_428.wav,End.,Kết thúc.,A1
28wOHb8a6F4_sentence_433.wav,I never imagined we'd end up like this.,Tôi chưa bao giờ tưởng tượng chúng ta sẽ kết thúc như thế này.,A2
28wOHb8a6F4_sentence_453.wav,He gets mad very easily.,Anh ta rất dễ nổi giận.,A2
28wOHb8a6F4_sentence_463.wav,Late.,Muộn rồi.,A1
28wOHb8a6F4_sentence_464.wav,Better late than never.,Trễ còn hơn không bao giờ.,A2
28wOHb8a6F4_sentence_471.wav,Just,Chỉ cần,A1
28wOHb8a6F4_sentence_473.wav,I'm just looking around.,Tôi chỉ nhìn quanh thôi.,A1
28wOHb8a6F4_sentence_474.wav,My house is just across the street.,Nhà tôi ở ngay bên kia đường.,A1
28wOHb8a6F4_sentence_475.wav,He's good.,Anh ấy giỏi.,A1
28wOHb8a6F4_sentence_478.wav,Are you good at cooking?,Anh nấu ăn giỏi không?,A1
28wOHb8a6F4_sentence_493.wav,Driver,Trình điều khiển,A1
28wOHb8a6F4_sentence_495.wav,My father is a bus driver.,Cha tôi là một tài xế xe buýt.,A2
28wOHb8a6F4_sentence_496.wav,I used to dream about becoming a race car driver.,Tôi từng mơ trở thành một tay đua xe.,A2
28wOHb8a6F4_sentence_497.wav,Part.,Phần.,A1
28wOHb8a6F4_sentence_502.wav,Powerful.,Mạnh mẽ.,A1
28wOHb8a6F4_sentence_509.wav,Doctor,Bác sĩ,A1
28wOHb8a6F4_sentence_513.wav,Right.,Đúng rồi.,A1
28wOHb8a6F4_sentence_514.wav,I think you're right.,Tôi nghĩ là anh đúng.,A1
28wOHb8a6F4_sentence_515.wav,"I'm sorry, I'm busy right now.","Xin lỗi, tôi đang bận.",A1
28wOHb8a6F4_sentence_517.wav,Conversation,Đối thoại,A1
28wOHb8a6F4_sentence_518.wav,I'm having a conversation with a friend.,Tôi đang nói chuyện với một người bạn.,A1
28wOHb8a6F4_sentence_529.wav,Is he married?,Anh ấy đã kết hôn chưa?,A1
28wOHb8a6F4_sentence_532.wav,Absolutely.,Chắc chắn rồi.,A1
28wOHb8a6F4_sentence_542.wav,Are you absolutely certain about this?,Anh có chắc chắn về điều này không?,A1
28wOHb8a6F4_sentence_544.wav,Give me another example.,Cho tôi một ví dụ khác.,A1
28wOHb8a6F4_sentence_549.wav,We will discuss this again on another occasion.,Chúng ta sẽ thảo luận lại chuyện này vào dịp khác.,A2
28wOHb8a6F4_sentence_550.wav,Art.,Nghệ thuật.,A1
28wOHb8a6F4_sentence_552.wav,What's your favorite kind of art?,Loại hình nghệ thuật yêu thích của bạn là gì?,A1
28wOHb8a6F4_sentence_557.wav,Personal.,Cá nhân.,A2
28wOHb8a6F4_sentence_558.wav,May I ask you a personal question?,Tôi có thể hỏi anh một câu riêng tư không?,A2
28wOHb8a6F4_sentence_567.wav,"From personal experience, I know it's true.","Từ kinh nghiệm cá nhân, tôi biết đó là sự thật.",A2
28wOHb8a6F4_sentence_568.wav,Forget.,Quên đi.,A1
28wOHb8a6F4_sentence_572.wav,Note,Ghi chú,A2
28wOHb8a6F4_sentence_573.wav,She wrote a note to remind herself about the appointment.,Cô ấy viết một bức thư để nhắc nhở bản thân về cuộc hẹn.,A2
28wOHb8a6F4_sentence_574.wav,You must take notes carefully.,Anh phải ghi chép cẩn thận.,A1
28wOHb8a6F4_sentence_578.wav,Let's meet for a drink after work.,Gặp nhau uống nước sau giờ làm nhé.,A1
28wOHb8a6F4_sentence_579.wav,Nice laugh.,Cười đẹp.,A1
28wOHb8a6F4_sentence_584.wav,Equipment.,Trang thiết bị.,A1
28wOHb8a6F4_sentence_604.wav,Thank you very much for your hospitality.,Cám ơn rất nhiều vì lòng hiếu khách.,A2
28wOHb8a6F4_sentence_611.wav,Thoreau.,Thoreau.,B1
28wOHb8a6F4_sentence_614.wav,Don't throw away this magazine. I haven't read it yet.,"Đừng vứt tạp chí này đi, tôi chưa đọc nó.",A1
28wOHb8a6F4_sentence_615.wav,Who nowhere?,Ai không nơi?,A2
28wOHb8a6F4_sentence_632.wav,Thanks.,Cảm ơn.,A1
28wOHb8a6F4_sentence_633.wav,I don't know how to express my thanks.,Tôi không biết phải nói lời cảm ơn thế nào.,A2
28wOHb8a6F4_sentence_638.wav,Thanks for your cooperation.,Cảm ơn sự hợp tác của anh.,A1
28wOHb8a6F4_sentence_639.wav,Clearly.,Rõ ràng.,A1
28wOHb8a6F4_sentence_643.wav,Depressed.,Chán nản.,A1
28wOHb8a6F4_sentence_644.wav,She was so depressed that she,Cô ấy đã rất chán nản,A1
28wOHb8a6F4_sentence_651.wav,Dog.,Chó.,A1
28wOHb8a6F4_sentence_660.wav,The dog kept barking all night.,Con chó sủa suốt đêm.,A1
28wOHb8a6F4_sentence_666.wav,She is a very sensitive person.,Cô ấy là một người rất nhạy cảm.,A1
28wOHb8a6F4_sentence_672.wav,I'm very sensitive to cold.,Tôi rất nhạy cảm với cái lạnh.,A2
28wOHb8a6F4_sentence_682.wav,Do you like black cats? The sky was moonless and black.,Bạn có thích mèo đen không? Bầu trời không trăng và tối đen.,A2
28wOHb8a6F4_sentence_683.wav,The walls were black with age and dirt.,Tường tối đen vì tuổi tác và bụi bẩn.,A2
28wOHb8a6F4_sentence_684.wav,Do you like black cats? Black.,Bạn có thích mèo đen không?,A1
28wOHb8a6F4_sentence_685.wav,the sky was moonless and black.,Bầu trời không trăng và tối đen.,A2
28wOHb8a6F4_sentence_686.wav,Kiss.,Hôn.,A1
28wOHb8a6F4_sentence_690.wav,Sh technology.,Sh công nghệ.,B1
28wOHb8a6F4_sentence_694.wav,Technology.,Công nghệ.,A2
28wOHb8a6F4_sentence_696.wav,I am a technology addict.,Tôi là một con nghiện công nghệ.,A2
28wOHb8a6F4_sentence_702.wav,Free.,Miễn phí.,A1
28wOHb8a6F4_sentence_703.wav,What do you do in your free time?,Bạn làm gì khi rảnh rỗi?,A1
28wOHb8a6F4_sentence_704.wav,Are you free tonight?,Tối nay anh rảnh không?,A1
28wOHb8a6F4_sentence_709.wav,Your,Của bạn,A1
28wOHb8a6F4_sentence_710.wav,I admire your courage.,Tôi ngưỡng mộ lòng dũng cảm của anh.,A1
28wOHb8a6F4_sentence_714.wav,I want to borrow your book.,Tôi muốn mượn sách của anh.,A1
28wOHb8a6F4_sentence_717.wav,May,Tháng Năm,A2
28wOHb8a6F4_sentence_721.wav,that may or may not be true.,Điều đó có thể đúng hoặc không.,A2
28wOHb8a6F4_sentence_724.wav,Flower.,Hoa.,A1
28wOHb8a6F4_sentence_735.wav,I have a pain in my foot.,Chân tôi đau quá.,A1
28wOHb8a6F4_sentence_736.wav,Kill.,Giết.,A1
28wOHb8a6F4_sentence_738.wav,"At the moment, I am trying to kill time.","Lúc này, tôi đang cố giết thời gian.",A2
28wOHb8a6F4_sentence_743.wav,Extent,Mở rộng,A2
28wOHb8a6F4_sentence_744.wav,I agree with you to a certain extent.,Tôi đồng ý với anh ở một mức độ nhất định.,A2
28wOHb8a6F4_sentence_748.wav,Together.,Cùng nhau.,A1
28wOHb8a6F4_sentence_752.wav,They don't get a lot normally.,Thường thì họ không nhận được nhiều.,A2
28wOHb8a6F4_sentence_756.wav,Because,Bởi vì,A1
28wOHb8a6F4_sentence_761.wav,Save.,Lưu.,A1
28wOHb8a6F4_sentence_762.wav,Save me some food.,Để dành ít thức ăn cho tôi.,A1
28wOHb8a6F4_sentence_764.wav,I'm trying to save money.,Tôi đang cố tiết kiệm tiền.,A1
28wOHb8a6F4_sentence_765.wav,Drive.,Lái xe.,A1
28wOHb8a6F4_sentence_776.wav,Rays,Tia sáng,A1
28wOHb8a6F4_sentence_777.wav,Please raise your hand if you know the answer.,Xin giơ tay nếu bạn biết câu trả lời.,A2
28wOHb8a6F4_sentence_787.wav,Him.,Anh ta.,A1
28wOHb8a6F4_sentence_792.wav,Towards,Tới,A1
28wOHb8a6F4_sentence_803.wav,Slightly.,Hơi.,A1
28wOHb8a6F4_sentence_809.wav,I'm slightly worried about her.,Tôi hơi lo cho cô ấy.,A1
28wOHb8a6F4_sentence_819.wav,We will deal with this in chapter 11.,Chúng ta sẽ bàn về vấn đề này trong chương 11.,A2
28wOHb8a6F4_sentence_821.wav,Born.,Sinh ra.,A2
28wOHb8a6F4_sentence_825.wav,Learn.,Học hỏi.,A1
28wOHb8a6F4_sentence_843.wav,Lesson,Bài học,A1
28wOHb8a6F4_sentence_851.wav,Both his parents indulged him. Both his parents indulged him.,Cả cha mẹ đều chiều chuộng nó.,A2
28wOHb8a6F4_sentence_852.wav,University,Đại học,A1
28wOHb8a6F4_sentence_854.wav,She graduated from Harvard University.,Cô tốt nghiệp Đại học Harvard.,A2
28wOHb8a6F4_sentence_855.wav,He's a university student.,Anh ta là sinh viên đại học.,A1
28wOHb8a6F4_sentence_860.wav,"Whenever I see it, I think of you.","Bất cứ khi nào tôi thấy nó, tôi nghĩ đến anh.",A2
28wOHb8a6F4_sentence_865.wav,Quantity,Số lượng,A1
28wOHb8a6F4_sentence_866.wav,We import a large quantity of food.,Chúng tôi nhập khẩu một lượng lớn thực phẩm.,A2
28wOHb8a6F4_sentence_868.wav,It's cheaper to buy goods in quantity.,Mua hàng với số lượng lớn sẽ rẻ hơn.,A2
28wOHb8a6F4_sentence_869.wav,We correct.,Chúng tôi sửa.,A1
28wOHb8a6F4_sentence_883.wav,You should eat a variety of fresh fruits and vegetables.,Bạn nên ăn nhiều loại rau củ quả tươi.,A2
28wOHb8a6F4_sentence_884.wav,Point.,Điểm.,A1
28wOHb8a6F4_sentence_889.wav,I agree with you on this point.,Tôi đồng ý với anh về điểm này.,A2
28wOHb8a6F4_sentence_890.wav,I'll get to the point.,Tôi sẽ đi thẳng vào vấn đề.,A2
28wOHb8a6F4_sentence_894.wav,What's the point of doing that?,Làm thế để làm gì?,A2
28wOHb8a6F4_sentence_895.wav,Nah.,Nah.,A1
28wOHb8a6F4_sentence_896.wav,He is studying law at Harvard.,Anh đang học luật tại Harvard.,A2
28wOHb8a6F4_sentence_903.wav,Weekend,Cuối tuần,A1
28wOHb8a6F4_sentence_904.wav,Have a nice weekend.,Chúc cuối tuần vui vẻ.,A1
